label,concrete,gravel,concrete_plates,cobblestone,asphalt,grass,ground,paving_stones,compacted,sett,filepath
asphalt,0.0001398324966430664,1.6689300537109375e-05,2.9802322387695312e-06,2.7418136596679688e-06,0.99951171875,3.534555435180664e-05,1.0788440704345703e-05,0.00019109249114990234,2.586841583251953e-05,1.0788440704345703e-05,../data/deep_pavements_dataset/dataset/asphalt/09ef9e3769bbdd2e54508e7e6bfb2396.png
asphalt,6.198883056640625e-05,7.963180541992188e-05,3.2782554626464844e-06,3.993511199951172e-06,0.9990234375,0.0005526542663574219,4.8279762268066406e-05,1.7762184143066406e-05,1.5676021575927734e-05,1.0788440704345703e-05,../data/deep_pavements_dataset/dataset/asphalt/fc8ea8b64b63be963c32d45e240fe39f.png
asphalt,0.0002033710479736328,3.7610530853271484e-05,4.76837158203125e-07,2.1457672119140625e-06,0.99951171875,2.9325485229492188e-05,5.781650543212891e-06,4.76837158203125e-06,1.0132789611816406e-05,1.1920928955078125e-06,../data/deep_pavements_dataset/dataset/asphalt/4a4b83d2186bae2191d5d12f1253d8af.png
asphalt,0.002048492431640625,0.00010859966278076172,0.0002605915069580078,1.5616416931152344e-05,0.9970703125,0.00022995471954345703,1.6629695892333984e-05,6.586313247680664e-05,3.7550926208496094e-05,3.7550926208496094e-05,../data/deep_pavements_dataset/dataset/asphalt/26b802524f82079d4a0b02ff06d47a11.png
asphalt,1.0728836059570312e-06,8.940696716308594e-07,0.0,5.960464477539063e-08,1.0,1.1920928955078125e-06,3.5762786865234375e-07,2.5033950805664062e-06,4.172325134277344e-07,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/b93bd4079e18e5630440cc201cadeecc.png
asphalt,4.26173210144043e-05,2.282857894897461e-05,7.748603820800781e-07,1.0728836059570312e-06,1.0,1.5676021575927734e-05,3.993511199951172e-06,9.5367431640625e-06,2.205371856689453e-06,1.7881393432617188e-06,../data/deep_pavements_dataset/dataset/asphalt/847e51f64a667c57d0570263af4560aa.png
asphalt,0.82958984375,0.000667572021484375,0.0016012191772460938,0.0003571510314941406,0.0142669677734375,0.0014133453369140625,0.0033893585205078125,0.11224365234375,0.03643798828125,0.00020360946655273438,../data/deep_pavements_dataset/dataset/asphalt/77780f2fe39ff28b12344e93a224c12a.png
asphalt,6.556510925292969e-06,1.7881393432617188e-06,1.1920928955078125e-07,3.5762786865234375e-07,1.0,5.424022674560547e-06,1.1324882507324219e-06,5.781650543212891e-06,1.4901161193847656e-06,6.556510925292969e-07,../data/deep_pavements_dataset/dataset/asphalt/c9220bcb727138640163f3e4dcc211c6.png
asphalt,3.534555435180664e-05,1.2218952178955078e-05,4.76837158203125e-07,5.364418029785156e-07,1.0,1.2993812561035156e-05,6.556510925292969e-06,3.7550926208496094e-06,4.470348358154297e-06,2.1457672119140625e-06,../data/deep_pavements_dataset/dataset/asphalt/a3f3220f6ca2d59e546c2f97e3f6d062.png
asphalt,1.4901161193847656e-06,5.781650543212891e-06,1.1920928955078125e-07,4.172325134277344e-07,1.0,5.066394805908203e-06,8.940696716308594e-07,4.231929779052734e-06,1.9669532775878906e-06,4.172325134277344e-07,../data/deep_pavements_dataset/dataset/asphalt/2391b643bc4174ec7805e7f7c4e8a2f9.png
asphalt,0.0009694099426269531,0.00010216236114501953,2.384185791015625e-06,1.8894672393798828e-05,0.99853515625,0.0002777576446533203,2.014636993408203e-05,3.314018249511719e-05,2.1398067474365234e-05,8.404254913330078e-06,../data/deep_pavements_dataset/dataset/asphalt/d71547dd0b083c0929f6670bdc5651ca.png
asphalt,7.867813110351562e-06,8.940696716308594e-06,4.172325134277344e-07,5.364418029785156e-07,1.0,1.7762184143066406e-05,2.7418136596679688e-06,7.867813110351562e-06,1.0728836059570312e-06,1.9073486328125e-06,../data/deep_pavements_dataset/dataset/asphalt/4d29145e3d0fd10f75302017b222716b.png
asphalt,0.00013136863708496094,2.282857894897461e-05,2.1457672119140625e-06,2.384185791015625e-06,0.99951171875,0.00023043155670166016,4.76837158203125e-06,1.150369644165039e-05,1.0132789611816406e-05,3.2782554626464844e-06,../data/deep_pavements_dataset/dataset/asphalt/1b4c8bd5c223cf1e7ffe2641f6bb669d.png
asphalt,4.470348358154297e-06,1.2218952178955078e-05,2.980232238769531e-07,6.556510925292969e-07,1.0,1.895427703857422e-05,1.7881393432617188e-06,9.5367431640625e-06,2.2649765014648438e-06,1.7881393432617188e-06,../data/deep_pavements_dataset/dataset/asphalt/a29b3fc11ca18f8e7a1386fc70dd4b94.png
asphalt,3.993511199951172e-06,1.0132789611816406e-05,5.960464477539063e-08,3.5762786865234375e-07,1.0,1.3113021850585938e-06,2.384185791015625e-07,2.2649765014648438e-06,4.172325134277344e-07,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/42646dd49938e868d94a0988ade6a244.png
asphalt,4.83393669128418e-05,1.6093254089355469e-06,5.960464477539063e-08,3.5762786865234375e-07,1.0,2.086162567138672e-06,8.344650268554688e-07,5.424022674560547e-06,4.76837158203125e-07,3.5762786865234375e-07,../data/deep_pavements_dataset/dataset/asphalt/d77fd8eb8fd6dba4e1634aa6fcfdc30b.png
asphalt,6.556510925292969e-07,4.231929779052734e-06,1.1920928955078125e-07,2.980232238769531e-07,1.0,2.2649765014648438e-06,4.172325134277344e-07,3.993511199951172e-06,2.980232238769531e-07,6.556510925292969e-07,../data/deep_pavements_dataset/dataset/asphalt/b67f4285d29251bc226245f02c2473e0.png
asphalt,1.3828277587890625e-05,2.205371856689453e-06,1.1920928955078125e-07,8.940696716308594e-07,1.0,2.2649765014648438e-06,5.364418029785156e-07,3.516674041748047e-06,1.7881393432617188e-06,6.556510925292969e-07,../data/deep_pavements_dataset/dataset/asphalt/ee6fee60c804b834ffe3435aba8b2cdc.png
asphalt,1.0728836059570312e-06,6.973743438720703e-06,4.172325134277344e-07,8.344650268554688e-07,1.0,3.993511199951172e-06,7.152557373046875e-07,4.470348358154297e-06,1.3709068298339844e-06,7.748603820800781e-07,../data/deep_pavements_dataset/dataset/asphalt/7074384f857392b8c6409584639bf333.png
asphalt,5.829334259033203e-05,1.7881393432617188e-06,5.960464477539063e-08,4.172325134277344e-07,1.0,4.76837158203125e-06,1.3113021850585938e-06,3.993511199951172e-06,1.430511474609375e-06,7.748603820800781e-07,../data/deep_pavements_dataset/dataset/asphalt/59db7e3270ff5b82541e43a689dc2fae.png
asphalt,0.0008039474487304688,2.753734588623047e-05,1.4901161193847656e-06,5.781650543212891e-06,0.9990234375,3.11732292175293e-05,1.8894672393798828e-05,2.9265880584716797e-05,2.753734588623047e-05,4.76837158203125e-06,../data/deep_pavements_dataset/dataset/asphalt/0beee4c091f034603c26a209d663b991.png
asphalt,0.00191497802734375,0.0005841255187988281,0.0005483627319335938,4.500150680541992e-05,0.99169921875,0.0045928955078125,5.1021575927734375e-05,0.0001571178436279297,0.00022864341735839844,8.410215377807617e-05,../data/deep_pavements_dataset/dataset/asphalt/460e878d1a3e953c5ae4b0880b982cb8.png
asphalt,1.0132789611816406e-05,1.3113021850585938e-06,0.0,1.7881393432617188e-07,1.0,4.231929779052734e-06,1.0728836059570312e-06,1.1920928955078125e-06,2.2649765014648438e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/e7ab32da4117bd021f5c973bce5a82f3.png
asphalt,0.0009107589721679688,3.319978713989258e-05,8.344650268554688e-07,7.867813110351562e-06,0.99853515625,3.7610530853271484e-05,1.8894672393798828e-05,1.8894672393798828e-05,0.00021636486053466797,2.7418136596679688e-06,../data/deep_pavements_dataset/dataset/asphalt/001e76d9192b62c4d6d7d3f6326d00bc.png
asphalt,4.231929779052734e-06,8.404254913330078e-06,5.960464477539063e-08,1.7881393432617188e-07,1.0,2.586841583251953e-05,2.2649765014648438e-06,3.2782554626464844e-06,9.5367431640625e-07,3.5762786865234375e-07,../data/deep_pavements_dataset/dataset/asphalt/93e8db1d137cd187410de3f9e5781a7c.png
asphalt,0.89306640625,0.006404876708984375,2.968311309814453e-05,0.0036487579345703125,0.0941162109375,0.000675201416015625,8.064508438110352e-05,0.001834869384765625,9.137392044067383e-05,0.00010353326797485352,../data/deep_pavements_dataset/dataset/asphalt/fd5d36c6ed6d2fd4e60e4f155014385b.png
asphalt,9.03010368347168e-05,2.4318695068359375e-05,6.139278411865234e-06,1.8477439880371094e-06,1.0,1.2218952178955078e-05,2.562999725341797e-06,1.6689300537109375e-05,1.2218952178955078e-05,1.150369644165039e-05,../data/deep_pavements_dataset/dataset/asphalt/ea5345bffa2e5f3e7a26f0c537e8ae62.png
asphalt,0.03204345703125,0.0009675025939941406,0.0011663436889648438,0.001697540283203125,0.41552734375,0.00433349609375,0.0018072128295898438,0.0067138671875,0.533203125,0.0024700164794921875,../data/deep_pavements_dataset/dataset/asphalt/c93d218896c2a01f21ee5a84dd373923.png
asphalt,1.9073486328125e-06,2.205371856689453e-06,0.0,1.1920928955078125e-07,1.0,7.748603820800781e-07,3.5762786865234375e-07,5.960464477539062e-07,1.7881393432617188e-07,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/b65b89ca32e88302e3c4e861c9b13a27.png
asphalt,9.608268737792969e-05,5.066394805908203e-06,5.364418029785156e-07,9.5367431640625e-07,1.0,1.4722347259521484e-05,4.76837158203125e-06,1.5676021575927734e-05,3.0994415283203125e-06,7.748603820800781e-07,../data/deep_pavements_dataset/dataset/asphalt/8b96aa387fcc50bae390872fd44d7e73.png
asphalt,4.26173210144043e-05,1.8894672393798828e-05,4.112720489501953e-06,4.231929779052734e-06,1.0,1.2218952178955078e-05,3.2782554626464844e-06,4.5418739318847656e-05,2.014636993408203e-05,1.0132789611816406e-05,../data/deep_pavements_dataset/dataset/asphalt/c7555af4fc11c10b4fcfb7a719daeebf.png
asphalt,2.1457672119140625e-06,8.404254913330078e-06,5.960464477539063e-08,2.980232238769531e-07,1.0,1.0132789611816406e-06,2.384185791015625e-07,2.384185791015625e-06,4.172325134277344e-07,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/b9d1c6aae6ab55552743f40c64d7a20c.png
asphalt,0.0014047622680664062,0.0005855560302734375,0.001239776611328125,4.2438507080078125e-05,0.99462890625,0.0001227855682373047,0.0001227855682373047,0.0001678466796875,0.001239776611328125,0.0002598762512207031,../data/deep_pavements_dataset/dataset/asphalt/c96b3d84a28334741185da9b56ce544f.png
asphalt,0.00019109249114990234,1.0788440704345703e-05,1.2516975402832031e-06,5.424022674560547e-06,0.99951171875,3.993511199951172e-06,1.6093254089355469e-06,3.319978713989258e-05,2.562999725341797e-06,1.0728836059570312e-06,../data/deep_pavements_dataset/dataset/asphalt/3f670b5dba5d0d69297c0912c41ee53e.png
asphalt,2.014636993408203e-05,2.014636993408203e-05,2.384185791015625e-07,2.6226043701171875e-06,1.0,1.150369644165039e-05,1.6689300537109375e-06,1.2218952178955078e-05,1.1920928955078125e-06,1.4901161193847656e-06,../data/deep_pavements_dataset/dataset/asphalt/b6e6a5becb8256b3ca976a772575c9c5.png
asphalt,1.150369644165039e-05,8.940696716308594e-06,5.364418029785156e-07,7.748603820800781e-07,1.0,8.940696716308594e-06,2.7418136596679688e-06,7.3909759521484375e-06,1.8477439880371094e-06,2.3245811462402344e-06,../data/deep_pavements_dataset/dataset/asphalt/cedaccc562152902f9cc71f529092a6f.png
asphalt,0.007564544677734375,1.996755599975586e-05,6.496906280517578e-06,0.00115966796875,6.151199340820312e-05,0.0002932548522949219,1.996755599975586e-05,7.414817810058594e-05,0.99072265625,2.1457672119140625e-06,../data/deep_pavements_dataset/dataset/asphalt/42bcd6150615beb29f96b66c4e111645.png
asphalt,0.09490966796875,0.00017213821411132812,3.3915042877197266e-05,0.0002351999282836914,0.900390625,0.0007715225219726562,0.00022101402282714844,0.001850128173828125,0.0013532638549804688,5.5849552154541016e-05,../data/deep_pavements_dataset/dataset/asphalt/ae6ff202efb70ab24c6de05063cb70ea.png
asphalt,0.00021517276763916016,0.000202178955078125,2.7358531951904297e-05,2.1278858184814453e-05,0.9931640625,7.915496826171875e-05,1.2159347534179688e-05,0.0059051513671875,1.0728836059570312e-05,0.00012254714965820312,../data/deep_pavements_dataset/dataset/asphalt/2e021597cc46485d7c9b780d603934f2.png
asphalt,9.5367431640625e-06,2.205371856689453e-06,0.0,4.172325134277344e-07,1.0,1.6093254089355469e-06,8.344650268554688e-07,1.1920928955078125e-06,3.516674041748047e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/a198e1a452388eab4ec7d719324b3975.png
asphalt,2.586841583251953e-05,6.139278411865234e-06,2.980232238769531e-07,7.748603820800781e-07,1.0,1.8894672393798828e-05,6.556510925292969e-07,4.470348358154297e-06,1.6689300537109375e-06,5.960464477539062e-07,../data/deep_pavements_dataset/dataset/asphalt/ea37fd9287b1423b1762ee7d54cad38a.png
asphalt,0.007541656494140625,8.922815322875977e-05,0.00045299530029296875,8.922815322875977e-05,0.98779296875,0.0001888275146484375,0.0001010894775390625,0.0010862350463867188,0.002300262451171875,0.0002009868621826172,../data/deep_pavements_dataset/dataset/asphalt/30a9888988c8b7e2038c14a076470707.png
asphalt,2.384185791015625e-07,3.7550926208496094e-06,0.0,5.960464477539063e-08,1.0,2.2649765014648438e-06,4.172325134277344e-07,1.1920928955078125e-06,4.172325134277344e-07,2.980232238769531e-07,../data/deep_pavements_dataset/dataset/asphalt/51d52c50b4323b24403fa2eddf40855c.png
asphalt,0.0002033710479736328,2.4318695068359375e-05,5.960464477539062e-07,4.76837158203125e-06,0.99951171875,8.940696716308594e-06,2.562999725341797e-06,1.8894672393798828e-05,2.562999725341797e-06,2.8014183044433594e-06,../data/deep_pavements_dataset/dataset/asphalt/983e8b24aec76ce947d7b6d1d41d48dc.png
asphalt,0.007503509521484375,0.00010699033737182617,0.00024116039276123047,0.00017642974853515625,0.9228515625,0.0001462697982788086,0.0011501312255859375,0.0006556510925292969,0.06689453125,6.097555160522461e-05,../data/deep_pavements_dataset/dataset/asphalt/f4c9915dfce956042fedace150bdba18.png
asphalt,8.481740951538086e-05,2.282857894897461e-05,7.152557373046875e-07,2.562999725341797e-06,1.0,3.319978713989258e-05,1.6689300537109375e-06,8.404254913330078e-06,2.384185791015625e-06,2.562999725341797e-06,../data/deep_pavements_dataset/dataset/asphalt/1ce50333c2dd8400ee49dc150bd81657.png
asphalt,1.0132789611816406e-06,1.1920928955078125e-06,0.0,1.7881393432617188e-07,1.0,1.3113021850585938e-06,5.364418029785156e-07,1.1920928955078125e-06,2.384185791015625e-07,2.980232238769531e-07,../data/deep_pavements_dataset/dataset/asphalt/6a0322b6e98ea7aeabf7a6a75c221926.png
asphalt,4.172325134277344e-07,2.562999725341797e-06,0.0,5.960464477539063e-08,1.0,3.2782554626464844e-06,1.1324882507324219e-06,8.344650268554688e-07,1.3113021850585938e-06,5.960464477539062e-07,../data/deep_pavements_dataset/dataset/asphalt/7723c490ecd3ef4f557bfcad63cc1df2.png
asphalt,0.4521484375,5.5789947509765625e-05,4.9233436584472656e-05,0.0001424551010131836,0.54541015625,0.00012576580047607422,0.00018298625946044922,0.0006384849548339844,0.0010528564453125,0.00011098384857177734,../data/deep_pavements_dataset/dataset/asphalt/14b846a5dd6a94fcf42cad6b694292f2.png
asphalt,0.09765625,0.067138671875,0.004291534423828125,0.01922607421875,0.7216796875,0.01166534423828125,0.0021572113037109375,0.006244659423828125,0.067138671875,0.002948760986328125,../data/deep_pavements_dataset/dataset/asphalt/4e8f0cb1c361422187d989b13dc492da.png
asphalt,0.0021820068359375,1.2159347534179688e-05,2.3245811462402344e-06,7.867813110351562e-06,0.99755859375,1.8894672393798828e-05,1.0728836059570312e-05,0.0003142356872558594,1.4722347259521484e-05,3.933906555175781e-06,../data/deep_pavements_dataset/dataset/asphalt/d64d71762ff3c2a261dd8f51e5b6f1e3.png
asphalt,2.205371856689453e-06,2.1457672119140625e-05,5.364418029785156e-07,2.980232238769531e-07,1.0,1.8894672393798828e-05,9.5367431640625e-07,1.0788440704345703e-05,2.384185791015625e-06,1.0132789611816406e-06,../data/deep_pavements_dataset/dataset/asphalt/69c238952e02725e98bf0f76db71a318.png
asphalt,2.980232238769531e-07,8.940696716308594e-06,5.960464477539063e-08,1.7881393432617188e-07,1.0,4.76837158203125e-06,6.556510925292969e-07,1.430511474609375e-06,5.364418029785156e-07,5.960464477539062e-07,../data/deep_pavements_dataset/dataset/asphalt/39f61bc3f38fb3dba0b7f90cc0fe00aa.png
asphalt,2.9325485229492188e-05,8.940696716308594e-06,3.5762786865234375e-07,1.0728836059570312e-06,1.0,4.231929779052734e-06,2.562999725341797e-06,5.424022674560547e-06,2.562999725341797e-06,9.5367431640625e-07,../data/deep_pavements_dataset/dataset/asphalt/ecd1f7558bce6d30e92a0cc863ffcda2.png
asphalt,0.51806640625,0.051300048828125,0.0025539398193359375,0.202880859375,0.10198974609375,0.054595947265625,0.0004436969757080078,0.051300048828125,0.002117156982421875,0.0146942138671875,../data/deep_pavements_dataset/dataset/asphalt/cd8c7f35d3d31c0cd9f781668a327139.png
asphalt,3.2782554626464844e-06,7.3909759521484375e-06,1.1920928955078125e-07,1.2516975402832031e-06,1.0,7.867813110351562e-06,3.2782554626464844e-06,8.404254913330078e-06,6.556510925292969e-06,6.556510925292969e-07,../data/deep_pavements_dataset/dataset/asphalt/00b0d192c813550f2c0ddac37b993a79.png
asphalt,0.0002033710479736328,5.143880844116211e-05,2.7418136596679688e-06,7.867813110351562e-06,0.99951171875,2.753734588623047e-05,8.940696716308594e-06,5.143880844116211e-05,0.00017940998077392578,4.231929779052734e-06,../data/deep_pavements_dataset/dataset/asphalt/27441feca86074f45fb6ee702cb34de3.png
asphalt,0.01611328125,0.00015795230865478516,0.0004863739013671875,0.00159454345703125,0.93603515625,0.0004031658172607422,0.00026035308837890625,0.0009088516235351562,0.043792724609375,4.5239925384521484e-05,../data/deep_pavements_dataset/dataset/asphalt/09c260be10e1f9bf79f7d5bd5096582a.png
asphalt,6.139278411865234e-06,1.7762184143066406e-05,5.960464477539062e-07,1.0728836059570312e-06,1.0,1.6689300537109375e-05,9.5367431640625e-07,7.867813110351562e-06,1.9073486328125e-06,2.086162567138672e-06,../data/deep_pavements_dataset/dataset/asphalt/09574de28e3b7527fb30f228b2718ae2.png
asphalt,0.00029587745666503906,0.00010222196578979492,1.7762184143066406e-05,7.867813110351562e-06,0.99951171875,0.00010883808135986328,1.2218952178955078e-05,9.60230827331543e-05,2.1457672119140625e-05,1.7762184143066406e-05,../data/deep_pavements_dataset/dataset/asphalt/e09f9439bb07216f4348ad6449085d4c.png
asphalt,0.4833984375,0.0001621246337890625,0.0002512931823730469,0.00013446807861328125,0.5146484375,0.000499725341796875,0.00017261505126953125,0.0002359151840209961,0.0003654956817626953,0.00014317035675048828,../data/deep_pavements_dataset/dataset/asphalt/238ac547ee7944611b0eb207b753c7db.png
asphalt,0.044464111328125,0.0005259513854980469,0.0022144317626953125,9.137392044067383e-05,0.95068359375,0.0012617111206054688,6.681680679321289e-05,0.00017070770263671875,0.0003845691680908203,0.00018167495727539062,../data/deep_pavements_dataset/dataset/asphalt/7a7091ce0119526e05c287cb1eface0b.png
asphalt,7.480382919311523e-05,0.0001398324966430664,1.430511474609375e-06,8.404254913330078e-06,0.99951171875,5.829334259033203e-05,2.4318695068359375e-05,1.1444091796875e-05,0.0001685619354248047,4.231929779052734e-06,../data/deep_pavements_dataset/dataset/asphalt/7e8e6e960a7dac7ea2bda06760062d19.png
asphalt,8.475780487060547e-05,0.000148773193359375,2.5033950805664062e-06,7.3909759521484375e-06,0.99951171875,0.00040435791015625,1.2993812561035156e-05,1.5676021575927734e-05,2.1457672119140625e-05,4.231929779052734e-06,../data/deep_pavements_dataset/dataset/asphalt/4d466340f4efeea1bbc806819cc91d92.png
asphalt,2.562999725341797e-06,7.152557373046875e-07,5.960464477539063e-08,1.7881393432617188e-07,1.0,1.7285346984863281e-06,2.980232238769531e-07,1.7285346984863281e-06,3.5762786865234375e-07,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/7f8bb8d4dae551ad45559cb599adb1e9.png
asphalt,0.0004868507385253906,0.00014853477478027344,0.0010967254638671875,5.066394805908203e-06,0.99755859375,0.0001310110092163086,1.1444091796875e-05,0.0003142356872558594,2.580881118774414e-05,0.0003142356872558594,../data/deep_pavements_dataset/dataset/asphalt/0b46e4a906e017a742b42169f9178346.png
asphalt,1.9669532775878906e-06,3.7550926208496094e-06,0.0,2.384185791015625e-07,1.0,6.556510925292969e-07,3.5762786865234375e-07,2.2649765014648438e-06,1.7881393432617188e-07,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/fd1899113d3ea89791bbeb5de912129c.png
asphalt,7.3909759521484375e-06,6.318092346191406e-06,1.1920928955078125e-06,3.7550926208496094e-06,1.0,2.086162567138672e-06,5.960464477539062e-07,4.00543212890625e-05,5.960464477539062e-07,2.384185791015625e-06,../data/deep_pavements_dataset/dataset/asphalt/005b94f55127ae460c0741eac3a89b25.png
asphalt,0.0035915374755859375,0.00017881393432617188,1.1444091796875e-05,0.00011545419692993164,0.99560546875,5.453824996948242e-05,2.4199485778808594e-05,0.0001481771469116211,0.00019025802612304688,8.881092071533203e-06,../data/deep_pavements_dataset/dataset/asphalt/d43442dc2d9efaa3e6588880cfd7f87b.png
