label,sett,asphalt,paving_stones,grass,concrete_plates,concrete,ground,filepath
asphalt,0.01093292236328125,0.007755279541015625,0.008514404296875,0.022430419921875,0.896484375,0.0538330078125,0.00027370452880859375,../data/deep_pavements_dataset/dataset/asphalt/d1dcf1bc84005829a9c8e4fb2243686f.png
asphalt,0.03424072265625,0.646484375,0.0228118896484375,0.0005712509155273438,0.012603759765625,0.278076171875,0.005420684814453125,../data/deep_pavements_dataset/dataset/asphalt/ec6a260f8ac9a4f19dde1334ecff0c71.png
asphalt,0.0025177001953125,0.98486328125,0.0017309188842773438,0.0008435249328613281,0.0008177757263183594,0.0082550048828125,0.0010175704956054688,../data/deep_pavements_dataset/dataset/asphalt/ab655470951aae17e5da7395a52d88f2.png
asphalt,0.03173828125,0.8447265625,0.0289154052734375,0.00356292724609375,0.0124359130859375,0.076171875,0.00237274169921875,../data/deep_pavements_dataset/dataset/asphalt/8647ca749b1f860346c3460c0c6621b4.png
asphalt,0.0030231475830078125,0.9794921875,0.000614166259765625,0.00040912628173828125,0.0016689300537109375,0.01397705078125,0.000614166259765625,../data/deep_pavements_dataset/dataset/asphalt/ecbf2aef1de65e8116d60d8c6be367ea.png
asphalt,0.0038852691650390625,0.1033935546875,0.014892578125,0.86572265625,0.0102386474609375,0.0020160675048828125,2.658367156982422e-05,../data/deep_pavements_dataset/dataset/asphalt/0a102d99b488e3b0eb03db373c789d5f.png
asphalt,0.1527099609375,0.208740234375,0.03985595703125,0.0009083747863769531,0.0870361328125,0.5009765625,0.009765625,../data/deep_pavements_dataset/dataset/asphalt/f303445a279365a0fd1f9a9fed9b5a0e.png
asphalt,0.01259613037109375,0.66650390625,0.023529052734375,0.260986328125,0.025054931640625,0.010772705078125,0.0003573894500732422,../data/deep_pavements_dataset/dataset/asphalt/1ce50333c2dd8400ee49dc150bd81657.png
asphalt,0.0048370361328125,0.951171875,0.004405975341796875,0.0002334117889404297,0.0012617111206054688,0.0335693359375,0.004405975341796875,../data/deep_pavements_dataset/dataset/asphalt/bceacef28958c63fdeff77509405a98b.png
asphalt,0.0635986328125,0.1048583984375,0.0340576171875,0.53271484375,0.25146484375,0.0129241943359375,0.0004706382751464844,../data/deep_pavements_dataset/dataset/asphalt/172b4e74117bf42e46321b199db891fb.png
asphalt,0.003795623779296875,0.98876953125,0.0006394386291503906,0.0002582073211669922,0.0004394054412841797,0.005523681640625,0.0007953643798828125,../data/deep_pavements_dataset/dataset/asphalt/7a7091ce0119526e05c287cb1eface0b.png
asphalt,0.0008244514465332031,0.9931640625,0.0004019737243652344,6.771087646484375e-05,0.00013887882232666016,0.004894256591796875,0.00048470497131347656,../data/deep_pavements_dataset/dataset/asphalt/846df720072fa5a06e934f40411eb74a.png
asphalt,0.001148223876953125,0.95068359375,0.0008940696716308594,6.479024887084961e-05,0.0008668899536132812,0.045867919921875,0.0006341934204101562,../data/deep_pavements_dataset/dataset/asphalt/d3c83e40c5a640de0f239b8b120caed8.png
asphalt,0.011260986328125,0.89453125,0.02459716796875,0.0004949569702148438,0.002361297607421875,0.06280517578125,0.003772735595703125,../data/deep_pavements_dataset/dataset/asphalt/15c54764882e0686b5c09800dd5ae2f1.png
asphalt,0.00104522705078125,0.9208984375,0.001148223876953125,5.716085433959961e-05,0.0008664131164550781,0.07562255859375,0.0003287792205810547,../data/deep_pavements_dataset/dataset/asphalt/f234dbd12926faa16247c6f3a2741ebe.png
asphalt,0.0171356201171875,0.935546875,0.004909515380859375,0.003269195556640625,0.00861358642578125,0.029144287109375,0.001544952392578125,../data/deep_pavements_dataset/dataset/asphalt/f1480b38a7eaac9f1b0612421463c685.png
asphalt,0.08203125,0.70849609375,0.0679931640625,0.002719879150390625,0.0200958251953125,0.108642578125,0.01010894775390625,../data/deep_pavements_dataset/dataset/asphalt/18e1d430c82052bbbd80bdf848b32da4.png
asphalt,0.026611328125,0.82763671875,0.017730712890625,0.001132965087890625,0.011444091796875,0.11199951171875,0.0032787322998046875,../data/deep_pavements_dataset/dataset/asphalt/14b846a5dd6a94fcf42cad6b694292f2.png
asphalt,0.00299835205078125,0.97216796875,0.0021266937255859375,0.00014472007751464844,0.0006284713745117188,0.020172119140625,0.0019359588623046875,../data/deep_pavements_dataset/dataset/asphalt/c95de6c75f231d6c3163f45b17fbe09c.png
asphalt,0.0035552978515625,0.98583984375,0.002521514892578125,0.0029468536376953125,0.0006575584411621094,0.0042877197265625,0.0004246234893798828,../data/deep_pavements_dataset/dataset/asphalt/310a3cbbbd7ee706eee8ad564210df7a.png
asphalt,0.0008516311645507812,0.99462890625,0.00021541118621826172,0.0007758140563964844,0.0006632804870605469,0.0029735565185546875,0.00011527538299560547,../data/deep_pavements_dataset/dataset/asphalt/fca545e9265ef5ed546870edd5916610.png
asphalt,0.002071380615234375,0.9765625,0.0012559890747070312,8.547306060791016e-05,0.00047659873962402344,0.01788330078125,0.0016641616821289062,../data/deep_pavements_dataset/dataset/asphalt/52d7361b52fc92d23ab0c0552053c9cb.png
asphalt,0.00881195068359375,0.95654296875,0.004863739013671875,0.00048160552978515625,0.0019044876098632812,0.025482177734375,0.0020275115966796875,../data/deep_pavements_dataset/dataset/asphalt/2142d7db066498eb9d4728cff5a1b054.png
asphalt,0.0034770965576171875,0.96435546875,0.00262451171875,0.0001842975616455078,0.0009655952453613281,0.02569580078125,0.0027942657470703125,../data/deep_pavements_dataset/dataset/asphalt/5c25f17b2d0909a141e673fb6a7f55e7.png
asphalt,0.002384185791015625,0.9921875,0.0005154609680175781,0.00018966197967529297,0.00020194053649902344,0.004184722900390625,0.0002846717834472656,../data/deep_pavements_dataset/dataset/asphalt/fbc1dd90dc1e8a5c7d1ea78530c2fa32.png
asphalt,0.0025272369384765625,0.89990234375,0.0009899139404296875,0.00017750263214111328,0.0037937164306640625,0.0919189453125,0.0007243156433105469,../data/deep_pavements_dataset/dataset/asphalt/7f8bb8d4dae551ad45559cb599adb1e9.png
asphalt,0.042877197265625,0.056793212890625,0.80859375,0.0017690658569335938,0.007686614990234375,0.07763671875,0.0045166015625,../data/deep_pavements_dataset/dataset/asphalt/7e8e6e960a7dac7ea2bda06760062d19.png
asphalt,0.00872802734375,0.9482421875,0.006801605224609375,0.0004627704620361328,0.0016155242919921875,0.029541015625,0.00482177734375,../data/deep_pavements_dataset/dataset/asphalt/1ea506530f3488a64d361daf6f0a9b37.png
asphalt,0.0022373199462890625,0.1568603515625,0.010345458984375,0.82177734375,0.007106781005859375,0.00185394287109375,1.8775463104248047e-05,../data/deep_pavements_dataset/dataset/asphalt/5b0b472c73492dedd8f1937c1158484b.png
asphalt,0.0460205078125,0.005496978759765625,0.004852294921875,0.11749267578125,0.81591796875,0.0102691650390625,8.344650268554688e-05,../data/deep_pavements_dataset/dataset/asphalt/3b97a71fc9e2756ca79a824ea71b148f.png
asphalt,0.0038356781005859375,0.8818359375,0.00652313232421875,0.10205078125,0.002399444580078125,0.0033855438232421875,0.00013971328735351562,../data/deep_pavements_dataset/dataset/asphalt/94bde67ada2bcf369bd4973bbf145a5a.png
asphalt,0.0024127960205078125,0.9736328125,0.0008878707885742188,0.000270843505859375,0.0009450912475585938,0.021514892578125,0.00030684471130371094,../data/deep_pavements_dataset/dataset/asphalt/aa5d82e1ff7c1b59ae3e4d072b6f9b4f.png
asphalt,0.0111236572265625,0.39208984375,0.0283966064453125,0.0006475448608398438,0.0302276611328125,0.53564453125,0.001705169677734375,../data/deep_pavements_dataset/dataset/asphalt/24a4b317e57e21042f1f7e129e5b3072.png
asphalt,0.004489898681640625,0.6875,0.006740570068359375,0.00011241436004638672,0.004352569580078125,0.295654296875,0.0010023117065429688,../data/deep_pavements_dataset/dataset/asphalt/5fe1c9fb6af820d8e53388cea30981af.png
asphalt,0.0022106170654296875,0.170166015625,0.003879547119140625,3.802776336669922e-05,0.0105438232421875,0.81201171875,0.0010442733764648438,../data/deep_pavements_dataset/dataset/asphalt/c9220bcb727138640163f3e4dcc211c6.png
asphalt,0.003662109375,0.95361328125,0.0034389495849609375,0.00017130374908447266,0.0009260177612304688,0.03582763671875,0.00222015380859375,../data/deep_pavements_dataset/dataset/asphalt/df9223b7182d5d2b1181b932dc43670e.png
asphalt,0.0174102783203125,0.89306640625,0.008758544921875,0.02532958984375,0.0296173095703125,0.0245513916015625,0.0012617111206054688,../data/deep_pavements_dataset/dataset/asphalt/631eb68b988ea9b713bbc0ddf042ed40.png
asphalt,0.0032138824462890625,0.97900390625,0.00151824951171875,0.00017571449279785156,0.0006327629089355469,0.0135345458984375,0.0021419525146484375,../data/deep_pavements_dataset/dataset/asphalt/8d6975ba640950e688fcd3c8b7101e7a.png
asphalt,0.11541748046875,0.77685546875,0.015625,0.00136566162109375,0.015625,0.054534912109375,0.0207061767578125,../data/deep_pavements_dataset/dataset/asphalt/7dbd836f4e15e1656a23a4068b9a576e.png
asphalt,0.0008153915405273438,0.982421875,0.00045037269592285156,4.458427429199219e-05,0.0002732276916503906,0.015869140625,0.0002999305725097656,../data/deep_pavements_dataset/dataset/asphalt/3899adfcff43476f6e70b46b84d89b37.png
asphalt,0.00031280517578125,0.03192138671875,0.0015888214111328125,4.410743713378906e-06,0.003810882568359375,0.9619140625,0.00024366378784179688,../data/deep_pavements_dataset/dataset/asphalt/95594d0a8164996b0450e98de9b77e22.png
asphalt,0.1895751953125,0.302978515625,0.03094482421875,0.0005669593811035156,0.04364013671875,0.42724609375,0.0050506591796875,../data/deep_pavements_dataset/dataset/asphalt/913dbce9d5eeba7627459187f8522133.png
asphalt,0.0027637481689453125,0.0262298583984375,0.007061004638671875,0.9541015625,0.0093536376953125,0.0006775856018066406,8.285045623779297e-06,../data/deep_pavements_dataset/dataset/asphalt/d4c42b1530c5013740f5de55d8984ac3.png
asphalt,0.005176544189453125,0.95654296875,0.004032135009765625,0.00038695335388183594,0.001628875732421875,0.0288848876953125,0.003559112548828125,../data/deep_pavements_dataset/dataset/asphalt/d7c7d971429353edcd436c6c2daa23e9.png
asphalt,0.00612640380859375,0.82763671875,0.0022525787353515625,0.0008554458618164062,0.018280029296875,0.143798828125,0.0009102821350097656,../data/deep_pavements_dataset/dataset/asphalt/7074384f857392b8c6409584639bf333.png
asphalt,0.0266265869140625,0.314208984375,0.038726806640625,0.403564453125,0.173583984375,0.04254150390625,0.0006070137023925781,../data/deep_pavements_dataset/dataset/asphalt/872a3f3372ab93bac2b580273cfd01ed.png
asphalt,0.006824493408203125,0.9814453125,0.0007419586181640625,0.00046443939208984375,0.0013866424560546875,0.0079803466796875,0.0009236335754394531,../data/deep_pavements_dataset/dataset/asphalt/1e73d13e16d12ff97a42fe8e5ca5ee5e.png
asphalt,0.00274658203125,0.97802734375,0.0009202957153320312,0.00010991096496582031,0.0006322860717773438,0.0163116455078125,0.0011816024780273438,../data/deep_pavements_dataset/dataset/asphalt/8b5ac886f26f5dec89b8e2839e223d26.png
asphalt,0.0175628662109375,0.9296875,0.003459930419921875,0.00030231475830078125,0.00315093994140625,0.043487548828125,0.0022335052490234375,../data/deep_pavements_dataset/dataset/asphalt/73f7eb40a54babcfd6b1bd960b393bed.png
asphalt,0.01332855224609375,0.705078125,0.00370025634765625,0.16748046875,0.0791015625,0.0309906005859375,0.00010496377944946289,../data/deep_pavements_dataset/dataset/asphalt/a2cbaa2532f1fb604018060f084b632a.png
asphalt,0.002899169921875,0.9697265625,0.002899169921875,0.00012743473052978516,0.00047326087951660156,0.0221099853515625,0.001651763916015625,../data/deep_pavements_dataset/dataset/asphalt/c23a2e16d1bb2e75c04f814be7da7d65.png
asphalt,0.001079559326171875,0.00640869140625,0.0048370361328125,0.9814453125,0.0062103271484375,0.0002484321594238281,2.562999725341797e-06,../data/deep_pavements_dataset/dataset/asphalt/c1e54fda5890c28170cf333670e57755.png
asphalt,0.0012350082397460938,0.9912109375,0.0007038116455078125,0.00029349327087402344,0.00035381317138671875,0.005710601806640625,0.0007038116455078125,../data/deep_pavements_dataset/dataset/asphalt/a4ea010a081ec6fcda3df25a612e5338.png
asphalt,0.1064453125,0.86376953125,0.0063934326171875,0.0008382797241210938,0.002925872802734375,0.014404296875,0.005298614501953125,../data/deep_pavements_dataset/dataset/asphalt/028e9ad66ec7be4e71180845e3051082.png
asphalt,0.0212249755859375,0.90234375,0.00942230224609375,0.033905029296875,0.0175933837890625,0.01413726806640625,0.001125335693359375,../data/deep_pavements_dataset/dataset/asphalt/902df26c5818b37d18ef0d4cd3734ca7.png
asphalt,0.01007843017578125,0.85205078125,0.004199981689453125,0.0926513671875,0.022003173828125,0.018829345703125,0.00015294551849365234,../data/deep_pavements_dataset/dataset/asphalt/1f4509f26d8a38ca8618a94c537518f5.png
asphalt,0.004459381103515625,0.962890625,0.003582000732421875,0.00036597251892089844,0.0012378692626953125,0.024871826171875,0.0027904510498046875,../data/deep_pavements_dataset/dataset/asphalt/d54aacae75e604d96b5f31a4c87d3b16.png
asphalt,0.00507354736328125,0.908203125,0.0018663406372070312,9.590387344360352e-05,0.0018663406372070312,0.0819091796875,0.0008029937744140625,../data/deep_pavements_dataset/dataset/asphalt/879843fcc7a145cddd49f4659ee92edb.png
asphalt,0.0009713172912597656,0.9697265625,0.0006270408630371094,5.4776668548583984e-05,0.00047326087951660156,0.0275115966796875,0.0006270408630371094,../data/deep_pavements_dataset/dataset/asphalt/621f79e23f6c4e0e950643af83ee4cfd.png
asphalt,0.004520416259765625,0.9765625,0.0024204254150390625,0.0003829002380371094,0.0008363723754882812,0.01308441162109375,0.002346038818359375,../data/deep_pavements_dataset/dataset/asphalt/59248cc1d8f4000f5fc1d7e267b06fd4.png
asphalt,0.0008869171142578125,0.9423828125,0.0007123947143554688,2.9385089874267578e-05,0.0005054473876953125,0.05487060546875,0.0004322528839111328,../data/deep_pavements_dataset/dataset/asphalt/80127cd585b15cedd0f686e89525fd5e.png
asphalt,0.00548553466796875,0.86669921875,0.01025390625,5.549192428588867e-05,0.0010471343994140625,0.11370849609375,0.0025119781494140625,../data/deep_pavements_dataset/dataset/asphalt/9d7ac854d10d40ce92cd7dba0e8aa21c.png
asphalt,0.0003428459167480469,0.0653076171875,0.0015850067138671875,3.5762786865234375e-06,0.0020351409912109375,0.9306640625,0.00018346309661865234,../data/deep_pavements_dataset/dataset/asphalt/29ad2b6c37795d0a11c2e875faa226f2.png
asphalt,0.005908966064453125,0.96337890625,0.004749298095703125,0.00974273681640625,0.004192352294921875,0.01139068603515625,0.0007281303405761719,../data/deep_pavements_dataset/dataset/asphalt/cca76b86b12c7067124616ca02ddff4f.png
asphalt,0.0005159378051757812,0.99267578125,0.0002760887145996094,4.798173904418945e-05,0.00011873245239257812,0.006282806396484375,0.00020837783813476562,../data/deep_pavements_dataset/dataset/asphalt/94f40f075d420dcf6481a3c1e5bbb8b5.png
asphalt,0.0284881591796875,0.91455078125,0.0041046142578125,0.0007834434509277344,0.0084228515625,0.04144287109375,0.00226593017578125,../data/deep_pavements_dataset/dataset/asphalt/64cdcd1b75e1e843b1335e0ba7ad802c.png
asphalt,0.0032176971435546875,0.94970703125,0.0031185150146484375,0.00010675191879272461,0.0008935928344726562,0.040435791015625,0.002353668212890625,../data/deep_pavements_dataset/dataset/asphalt/845d984c33308573659b1e6edb543f53.png
asphalt,0.04266357421875,0.02587890625,0.046844482421875,0.75634765625,0.1234130859375,0.00493621826171875,0.00014007091522216797,../data/deep_pavements_dataset/dataset/asphalt/bb76a2d75e88a20624cc190601011340.png
asphalt,0.0007038116455078125,0.9912109375,0.00026726722717285156,7.420778274536133e-05,0.00022852420806884766,0.007110595703125,0.00036525726318359375,../data/deep_pavements_dataset/dataset/asphalt/655941c5073162a23a5ed0fc10dcc7e1.png
asphalt,0.01192474365234375,0.461669921875,0.01531219482421875,0.1595458984375,0.280029296875,0.07080078125,0.000492095947265625,../data/deep_pavements_dataset/dataset/asphalt/cdd3221433866ba16e9862039d328ef4.png
asphalt,0.003330230712890625,0.95263671875,0.002513885498046875,0.0001558065414428711,0.0011157989501953125,0.038116455078125,0.0020198822021484375,../data/deep_pavements_dataset/dataset/asphalt/f1dddb24331d9f4570852d52ad857395.png
asphalt,0.015838623046875,0.018524169921875,0.0016183853149414062,0.04443359375,0.892578125,0.026947021484375,0.00010675191879272461,../data/deep_pavements_dataset/dataset/asphalt/56726943a9c0546a42bfb1f196aad8b2.png
asphalt,0.00041747093200683594,0.08465576171875,0.0021877288818359375,5.781650543212891e-06,0.0021877288818359375,0.91015625,0.0002613067626953125,../data/deep_pavements_dataset/dataset/asphalt/266265639681f8ea41fabb379c2a25fe.png
asphalt,0.00830078125,0.95947265625,0.0012340545654296875,0.00017774105072021484,0.002166748046875,0.0263824462890625,0.0020999908447265625,../data/deep_pavements_dataset/dataset/asphalt/74347967b24740a98ccee20dd8ac4c53.png
asphalt,0.00923919677734375,0.94287109375,0.0025653839111328125,0.0020618438720703125,0.00815582275390625,0.034332275390625,0.0009741783142089844,../data/deep_pavements_dataset/dataset/asphalt/613d73e1e2abc20b9220c8cdd646339a.png
asphalt,0.0047760009765625,0.96875,0.00199127197265625,0.0001685619354248047,0.0008835792541503906,0.0227813720703125,0.0005702972412109375,../data/deep_pavements_dataset/dataset/asphalt/75fdd9d5c1ab020793ef32c062ad8bac.png
asphalt,0.003963470458984375,0.97021484375,0.0029010772705078125,0.00020360946655273438,0.0007567405700683594,0.0195159912109375,0.0026416778564453125,../data/deep_pavements_dataset/dataset/asphalt/dcff024fe5f3b97aa4571c90be0e3a69.png
asphalt,0.029144287109375,0.2763671875,0.0257110595703125,0.58544921875,0.07440185546875,0.00861358642578125,0.00031375885009765625,../data/deep_pavements_dataset/dataset/asphalt/cf0e9ac5e20b0d170cc7691da0e72bd2.png
asphalt,0.00733184814453125,0.331787109375,0.005535125732421875,8.672475814819336e-05,0.01413726806640625,0.6396484375,0.0012350082397460938,../data/deep_pavements_dataset/dataset/asphalt/7d1e4267341339c1874fc4ef0fe0074e.png
asphalt,0.0179901123046875,0.95166015625,0.00661468505859375,0.0008955001831054688,0.002216339111328125,0.015869140625,0.00469207763671875,../data/deep_pavements_dataset/dataset/asphalt/6f4e56b8d1a49cd7d380213e1598a2a6.png
asphalt,0.06060791015625,0.13232421875,0.01485443115234375,0.041656494140625,0.55712890625,0.192626953125,0.0006132125854492188,../data/deep_pavements_dataset/dataset/asphalt/d52b9355b8432b9a4cf11c041448e758.png
asphalt,0.004268646240234375,0.78857421875,0.004405975341796875,3.933906555175781e-05,0.0018939971923828125,0.1993408203125,0.001522064208984375,../data/deep_pavements_dataset/dataset/asphalt/891f79a9a1c83f61c0a67e6d646c604c.png
asphalt,0.095458984375,0.68359375,0.043701171875,0.003368377685546875,0.036224365234375,0.1015625,0.036224365234375,../data/deep_pavements_dataset/dataset/asphalt/fc8ea8b64b63be963c32d45e240fe39f.png
asphalt,0.00750732421875,0.81494140625,0.002437591552734375,0.00026488304138183594,0.00798797607421875,0.16552734375,0.0011873245239257812,../data/deep_pavements_dataset/dataset/asphalt/ea5345bffa2e5f3e7a26f0c537e8ae62.png
asphalt,0.061920166015625,0.708984375,0.024261474609375,0.006134033203125,0.052978515625,0.1395263671875,0.006328582763671875,../data/deep_pavements_dataset/dataset/asphalt/939c0d4e8268c9c53f915e1312e39101.png
asphalt,0.007045745849609375,0.9521484375,0.0013036727905273438,0.0003619194030761719,0.0034332275390625,0.03466796875,0.0010805130004882812,../data/deep_pavements_dataset/dataset/asphalt/1ddf70392de0cdecc14c46eaea3303af.png
asphalt,0.06878662109375,0.61328125,0.155029296875,0.0018339157104492188,0.00875091552734375,0.1456298828125,0.006603240966796875,../data/deep_pavements_dataset/dataset/asphalt/38ff278fc8941f29e1c3d098b2e99e1f.png
asphalt,0.04522705078125,0.88037109375,0.0097808837890625,0.028289794921875,0.0213623046875,0.01336669921875,0.0017528533935546875,../data/deep_pavements_dataset/dataset/asphalt/1949bf01b1ee2af0c300f8d11afeba56.png
asphalt,0.0037212371826171875,0.96923828125,0.00240325927734375,0.00019121170043945312,0.000911712646484375,0.020751953125,0.0027217864990234375,../data/deep_pavements_dataset/dataset/asphalt/9cadb9d44ffdb458bb2b7ac6251086ba.png
asphalt,0.005847930908203125,0.24853515625,0.005847930908203125,0.71923828125,0.0169219970703125,0.003437042236328125,4.678964614868164e-05,../data/deep_pavements_dataset/dataset/asphalt/aa743e46a94d384bb883dae548742a28.png
asphalt,0.002536773681640625,0.9921875,0.00044083595275878906,0.00015723705291748047,0.00031256675720214844,0.0036907196044921875,0.0008769035339355469,../data/deep_pavements_dataset/dataset/asphalt/67adff764ad51b3c4b455f04bf4d1b0d.png
asphalt,0.003406524658203125,0.97412109375,0.001712799072265625,0.00012803077697753906,0.0006299018859863281,0.0172882080078125,0.00257110595703125,../data/deep_pavements_dataset/dataset/asphalt/f34fea31d6a3145fe80c3f8e1e266559.png
asphalt,0.000957489013671875,0.986328125,0.0006580352783203125,6.514787673950195e-05,0.00024211406707763672,0.010955810546875,0.0006184577941894531,../data/deep_pavements_dataset/dataset/asphalt/42646dd49938e868d94a0988ade6a244.png
asphalt,0.003063201904296875,0.9619140625,0.002384185791015625,0.00013875961303710938,0.0009636878967285156,0.0281524658203125,0.0031585693359375,../data/deep_pavements_dataset/dataset/asphalt/2109062219064e2ec05ecde0f0114b98.png
asphalt,0.0231475830078125,0.5966796875,0.00516510009765625,0.0034389495849609375,0.12127685546875,0.248779296875,0.0013895034790039062,../data/deep_pavements_dataset/dataset/asphalt/abce97af566decfba11fe33b56d048ba.png
asphalt,0.007755279541015625,0.9248046875,0.00995635986328125,0.00027370452880859375,0.002086639404296875,0.04901123046875,0.006038665771484375,../data/deep_pavements_dataset/dataset/asphalt/0beee4c091f034603c26a209d663b991.png
asphalt,0.0028533935546875,0.95458984375,0.002681732177734375,0.00012934207916259766,0.0008702278137207031,0.037017822265625,0.00196075439453125,../data/deep_pavements_dataset/dataset/asphalt/2391b643bc4174ec7805e7f7c4e8a2f9.png
asphalt,0.00206756591796875,0.97509765625,0.001377105712890625,8.535385131835938e-05,0.0004470348358154297,0.0196075439453125,0.00133514404296875,../data/deep_pavements_dataset/dataset/asphalt/6e46cdac6961eee5733b4e890071417f.png
asphalt,0.020355224609375,0.318603515625,0.03253173828125,0.00021922588348388672,0.01160430908203125,0.61376953125,0.0028438568115234375,../data/deep_pavements_dataset/dataset/asphalt/dc761cf8498a23eff670d785aa732ba4.png
asphalt,0.0022735595703125,0.97607421875,0.0015621185302734375,0.0001131892204284668,0.0004763603210449219,0.01788330078125,0.0015621185302734375,../data/deep_pavements_dataset/dataset/asphalt/e3cbb0a3fccac6b5b2dc10126ff27ac3.png
asphalt,0.0063629150390625,0.974609375,0.0007600784301757812,0.0002467632293701172,0.001712799072265625,0.01526641845703125,0.0011768341064453125,../data/deep_pavements_dataset/dataset/asphalt/f1ab55d718ec8b1042ebd0ea503e55b8.png
asphalt,0.0077056884765625,0.97802734375,0.0014705657958984375,0.00019288063049316406,0.000576019287109375,0.0102081298828125,0.0016660690307617188,../data/deep_pavements_dataset/dataset/asphalt/67d348cec59376e271c84a54041eb52e.png
asphalt,0.0035343170166015625,0.97998046875,0.0014734268188476562,0.00018155574798583984,0.000614166259765625,0.01233673095703125,0.00201416015625,../data/deep_pavements_dataset/dataset/asphalt/5c51b6e1a4a92a49faa89424425573d3.png
asphalt,0.04119873046875,0.35595703125,0.033111572265625,0.00034546852111816406,0.0156402587890625,0.55126953125,0.002552032470703125,../data/deep_pavements_dataset/dataset/asphalt/2624cedcb1daa64619d882939124545b.png
asphalt,0.007354736328125,0.96337890625,0.0035839080810546875,0.00044155120849609375,0.0014944076538085938,0.0206298828125,0.0032634735107421875,../data/deep_pavements_dataset/dataset/asphalt/919623804ed35b4cb5ced946ae896fcc.png
asphalt,0.0016641616821289062,0.11663818359375,0.002346038818359375,3.6776065826416016e-05,0.0167999267578125,0.86181640625,0.0006723403930664062,../data/deep_pavements_dataset/dataset/asphalt/6a0322b6e98ea7aeabf7a6a75c221926.png
asphalt,0.0029811859130859375,0.96630859375,0.00116729736328125,0.00013935565948486328,0.0012044906616210938,0.02740478515625,0.0009675025939941406,../data/deep_pavements_dataset/dataset/asphalt/fd1899113d3ea89791bbeb5de912129c.png
asphalt,0.00476837158203125,0.96728515625,0.0034885406494140625,0.00031447410583496094,0.0009388923645019531,0.0207061767578125,0.00263214111328125,../data/deep_pavements_dataset/dataset/asphalt/3d1f1f4afa55b14978f9f61a0dabb47f.png
asphalt,0.0018825531005859375,0.75927734375,0.0032024383544921875,5.8650970458984375e-05,0.002655029296875,0.2315673828125,0.0013341903686523438,../data/deep_pavements_dataset/dataset/asphalt/798beb1e629ef4f26cfbdbd9cb1f2f3b.png
asphalt,0.007427215576171875,0.97314453125,0.0011386871337890625,0.00032639503479003906,0.0016574859619140625,0.0147705078125,0.0017642974853515625,../data/deep_pavements_dataset/dataset/asphalt/f162c28494ab47da9f5af8749ba147e6.png
asphalt,0.0011644363403320312,0.994140625,0.0006632804870605469,0.00025177001953125,0.0001480579376220703,0.0028820037841796875,0.0005331039428710938,../data/deep_pavements_dataset/dataset/asphalt/709d81c9a8a29595e5b983946510208e.png
asphalt,0.0028438568115234375,0.9814453125,0.00045013427734375,0.0001137852668762207,0.0008149147033691406,0.01357269287109375,0.0006546974182128906,../data/deep_pavements_dataset/dataset/asphalt/e784cf247720593001877a800a199cce.png
