label,asphalt,gravel,concrete_plates,grass,ground,sett,concrete,paving_stones,cobblestone,compacted,filepath
asphalt,0.42724609375,0.013946533203125,0.14306640625,0.0001455545425415039,0.01508331298828125,0.060577392578125,0.2286376953125,0.08026123046875,0.004673004150390625,0.026458740234375,../data/deep_pavements_dataset/dataset/asphalt/89e619299b75fa651fca2e7af49934b1.png
asphalt,0.85400390625,0.01690673828125,0.049713134765625,0.0021495819091796875,0.001987457275390625,0.0003509521484375,0.02239990234375,0.01161956787109375,0.002361297607421875,0.0386962890625,../data/deep_pavements_dataset/dataset/asphalt/523a73001cf32d733e05a42483806c42.png
asphalt,0.92822265625,0.0033473968505859375,0.0099945068359375,0.00025010108947753906,0.00385284423828125,0.00016927719116210938,0.041412353515625,0.00385284423828125,0.00040602684020996094,0.0086822509765625,../data/deep_pavements_dataset/dataset/asphalt/c2a144284825947dfc86ceed384be6ef.png
asphalt,0.818359375,0.004863739013671875,0.0307464599609375,0.0180816650390625,0.0298004150390625,0.0015306472778320312,0.0147552490234375,0.0247039794921875,0.0006899833679199219,0.056549072265625,../data/deep_pavements_dataset/dataset/asphalt/4b4ab230d712c5dae0e066cd0bfdef90.png
asphalt,0.72705078125,0.01139068603515625,0.05267333984375,0.0112152099609375,0.0209503173828125,0.00609588623046875,0.08685302734375,0.036773681640625,0.004673004150390625,0.042327880859375,../data/deep_pavements_dataset/dataset/asphalt/27441feca86074f45fb6ee702cb34de3.png
asphalt,0.88623046875,0.007091522216796875,0.031768798828125,0.003978729248046875,0.00450897216796875,0.0019388198852539062,0.0298614501953125,0.0111541748046875,0.0025691986083984375,0.020843505859375,../data/deep_pavements_dataset/dataset/asphalt/59ed3ab44d91f02af2b577861b633443.png
asphalt,0.96435546875,0.0025844573974609375,0.0053863525390625,0.0005168914794921875,0.00681304931640625,0.0005950927734375,0.01071929931640625,0.003704071044921875,0.0002601146697998047,0.00482940673828125,../data/deep_pavements_dataset/dataset/asphalt/fbc1dd90dc1e8a5c7d1ea78530c2fa32.png
asphalt,0.904296875,0.006191253662109375,0.0295257568359375,0.0022411346435546875,0.0181884765625,0.0006222724914550781,0.0216064453125,0.00554656982421875,0.0013599395751953125,0.01036834716796875,../data/deep_pavements_dataset/dataset/asphalt/ea37fd9287b1423b1762ee7d54cad38a.png
asphalt,0.1580810546875,0.2374267578125,0.13525390625,0.00383758544921875,0.01258087158203125,0.020111083984375,0.05816650390625,0.043914794921875,0.02581787109375,0.3046875,../data/deep_pavements_dataset/dataset/asphalt/e7ab32da4117bd021f5c973bce5a82f3.png
asphalt,0.26611328125,0.070556640625,0.0750732421875,0.00011467933654785156,0.040191650390625,0.01898193359375,0.1666259765625,0.025146484375,0.00588226318359375,0.331298828125,../data/deep_pavements_dataset/dataset/asphalt/aeb003abce89ea9889a5db69aa38fe65.png
asphalt,0.775390625,0.00556182861328125,0.03515625,0.0003783702850341797,0.01419830322265625,0.0005335807800292969,0.115234375,0.01739501953125,0.0010128021240234375,0.03515625,../data/deep_pavements_dataset/dataset/asphalt/7d1e4267341339c1874fc4ef0fe0074e.png
asphalt,0.191650390625,0.00153350830078125,0.497314453125,0.00020432472229003906,0.003917694091796875,0.0035114288330078125,0.23486328125,0.0557861328125,0.0008082389831542969,0.0104827880859375,../data/deep_pavements_dataset/dataset/asphalt/29bcb94fa8aa3347b78cde655f147338.png
asphalt,0.92919921875,0.0019092559814453125,0.0198974609375,0.00029277801513671875,0.003147125244140625,0.0008339881896972656,0.0113372802734375,0.0157318115234375,0.0012140274047851562,0.0164947509765625,../data/deep_pavements_dataset/dataset/asphalt/ad2bc452c4b1eff6be68cdb79c39b7ee.png
asphalt,0.84423828125,0.0126190185546875,0.01322174072265625,0.0002205371856689453,0.0036144256591796875,0.0126190185546875,0.03826904296875,0.0631103515625,0.0018463134765625,0.01045989990234375,../data/deep_pavements_dataset/dataset/asphalt/e91de1c0e853a9ea1d9d474c238d776f.png
asphalt,0.57373046875,0.019317626953125,0.1202392578125,0.0003483295440673828,0.0148162841796875,0.00699615478515625,0.183349609375,0.0299224853515625,0.002201080322265625,0.049346923828125,../data/deep_pavements_dataset/dataset/asphalt/bb18eaa549ee3185b8edddf3ad1b9215.png
asphalt,0.251708984375,0.002178192138671875,0.5244140625,0.0009813308715820312,0.0103912353515625,0.002468109130859375,0.0792236328125,0.09857177734375,0.0013418197631835938,0.0286865234375,../data/deep_pavements_dataset/dataset/asphalt/f34fea31d6a3145fe80c3f8e1e266559.png
asphalt,0.69287109375,0.01416015625,0.03729248046875,0.005126953125,0.00872039794921875,0.0011987686157226562,0.1954345703125,0.01351165771484375,0.004669189453125,0.0268707275390625,../data/deep_pavements_dataset/dataset/asphalt/e679988bdec3b85efd958dd17cd5f41a.png
asphalt,0.8603515625,0.006076812744140625,0.028533935546875,0.00368499755859375,0.0167694091796875,0.0020351409912109375,0.06329345703125,0.01326751708984375,0.0028247833251953125,0.00315093994140625,../data/deep_pavements_dataset/dataset/asphalt/2e021597cc46485d7c9b780d603934f2.png
asphalt,0.94189453125,0.0019664764404296875,0.01096343994140625,0.0002620220184326172,0.0118560791015625,0.0005373954772949219,0.007080078125,0.00853729248046875,0.0002620220184326172,0.0167236328125,../data/deep_pavements_dataset/dataset/asphalt/15c54764882e0686b5c09800dd5ae2f1.png
asphalt,0.54345703125,0.00920867919921875,0.1683349609375,0.0004584789276123047,0.01128387451171875,0.006038665771484375,0.2230224609375,0.0177459716796875,0.00202178955078125,0.018310546875,../data/deep_pavements_dataset/dataset/asphalt/59248cc1d8f4000f5fc1d7e267b06fd4.png
asphalt,0.92333984375,0.01218414306640625,0.0158843994140625,0.0026760101318359375,0.0104217529296875,0.0033817291259765625,0.010101318359375,0.01515960693359375,0.00371551513671875,0.003177642822265625,../data/deep_pavements_dataset/dataset/asphalt/d641447cb24b4bf47ae6759565a0f921.png
asphalt,0.38720703125,0.00855255126953125,0.0933837890625,0.0008339881896972656,0.08502197265625,0.00153350830078125,0.034912109375,0.0271759033203125,0.0032978057861328125,0.358154296875,../data/deep_pavements_dataset/dataset/asphalt/91e504c12067e6e39e79524e461edfb3.png
asphalt,0.350830078125,0.00566864013671875,0.05377197265625,0.00021982192993164062,0.0054931640625,0.0009255409240722656,0.5693359375,0.00603485107421875,0.0009112358093261719,0.006946563720703125,../data/deep_pavements_dataset/dataset/asphalt/67adff764ad51b3c4b455f04bf4d1b0d.png
asphalt,0.312744140625,0.0112152099609375,0.0345458984375,0.0012388229370117188,0.0252685546875,0.001277923583984375,0.53173828125,0.02264404296875,0.0014476776123046875,0.057830810546875,../data/deep_pavements_dataset/dataset/asphalt/096a620f82c351ef1df1689accfe1848.png
asphalt,0.91943359375,0.0014944076538085938,0.031951904296875,0.0004851818084716797,0.003314971923828125,0.0003719329833984375,0.030975341796875,0.004749298095703125,0.0003662109375,0.0069122314453125,../data/deep_pavements_dataset/dataset/asphalt/9e979eed5080738bd7d4e195efee9a87.png
asphalt,0.80810546875,0.00458526611328125,0.04351806640625,0.0034618377685546875,0.00411224365234375,0.0006608963012695312,0.099609375,0.01326751708984375,0.00223541259765625,0.020233154296875,../data/deep_pavements_dataset/dataset/asphalt/4d466340f4efeea1bbc806819cc91d92.png
asphalt,0.7724609375,0.0011615753173828125,0.10455322265625,0.00305938720703125,0.01995849609375,0.001216888427734375,0.054229736328125,0.02685546875,0.0004992485046386719,0.0160369873046875,../data/deep_pavements_dataset/dataset/asphalt/fbb5e7356b4f230071d647b19ef888ff.png
asphalt,0.91259765625,0.0038471221923828125,0.0102996826171875,0.0013093948364257812,0.013641357421875,0.0061492919921875,0.00853729248046875,0.02587890625,0.000858306884765625,0.0169830322265625,../data/deep_pavements_dataset/dataset/asphalt/11383746aaf5c83460949ac7c73d4ccf.png
asphalt,0.97119140625,0.004638671875,0.00409698486328125,0.00027441978454589844,0.004638671875,0.0015544891357421875,0.005596160888671875,0.005176544189453125,0.0005807876586914062,0.0022258758544921875,../data/deep_pavements_dataset/dataset/asphalt/ec6a260f8ac9a4f19dde1334ecff0c71.png
asphalt,0.78173828125,0.0032958984375,0.119873046875,0.00035858154296875,0.004650115966796875,0.0002541542053222656,0.06317138671875,0.006256103515625,0.0007357597351074219,0.0195770263671875,../data/deep_pavements_dataset/dataset/asphalt/bff424c3dcfe67c24e4f29779cbb1e2c.png
asphalt,0.67724609375,0.02044677734375,0.0660400390625,0.0011539459228515625,0.04608154296875,0.001552581787109375,0.07720947265625,0.0169525146484375,0.00173187255859375,0.0916748046875,../data/deep_pavements_dataset/dataset/asphalt/902e7282556f9ffc1c4f36d55359722f.png
asphalt,0.6572265625,0.0019054412841796875,0.1513671875,0.0007576942443847656,0.0640869140625,0.0013513565063476562,0.04010009765625,0.033233642578125,0.001461029052734375,0.048370361328125,../data/deep_pavements_dataset/dataset/asphalt/a00386fce83d99a30075b97c5d9f932d.png
asphalt,0.86181640625,0.0031070709228515625,0.0478515625,8.028745651245117e-05,0.004383087158203125,0.0006933212280273438,0.05596923828125,0.0160369873046875,0.0009775161743164062,0.00913238525390625,../data/deep_pavements_dataset/dataset/asphalt/2b5eca1f9b418e5aaddd9c4e96005853.png
asphalt,0.97509765625,0.0013141632080078125,0.0028247833251953125,9.66787338256836e-05,0.0020351409912109375,0.0009031295776367188,0.00884246826171875,0.0054473876953125,0.0002079010009765625,0.0032520294189453125,../data/deep_pavements_dataset/dataset/asphalt/4ea047b8970b607c0ee660a5fdce9906.png
asphalt,0.030426025390625,0.004116058349609375,0.6015625,0.00012052059173583984,0.0087127685546875,0.0036334991455078125,0.275390625,0.020263671875,0.0006117820739746094,0.055084228515625,../data/deep_pavements_dataset/dataset/asphalt/18e1d430c82052bbbd80bdf848b32da4.png
asphalt,0.88427734375,0.0030918121337890625,0.034820556640625,0.00067901611328125,0.0201568603515625,0.001308441162109375,0.01428985595703125,0.0159454345703125,0.0007343292236328125,0.024688720703125,../data/deep_pavements_dataset/dataset/asphalt/c9220bcb727138640163f3e4dcc211c6.png
asphalt,0.71826171875,0.019134521484375,0.09271240234375,0.0017795562744140625,0.0234527587890625,0.00307464599609375,0.06890869140625,0.02740478515625,0.0036525726318359375,0.04180908203125,../data/deep_pavements_dataset/dataset/asphalt/f7e0e617daa70c1a0d070c669cefa746.png
asphalt,0.94384765625,0.002414703369140625,0.007793426513671875,0.0004906654357910156,0.01049041748046875,0.0005059242248535156,0.0117034912109375,0.006561279296875,0.0004680156707763672,0.0155029296875,../data/deep_pavements_dataset/dataset/asphalt/2391b643bc4174ec7805e7f7c4e8a2f9.png
asphalt,0.5791015625,0.00643157958984375,0.2452392578125,0.003185272216796875,0.01027679443359375,0.00049591064453125,0.11053466796875,0.00408935546875,0.001369476318359375,0.039398193359375,../data/deep_pavements_dataset/dataset/asphalt/9acabf5d2ecfecc9331f8db19f47a072.png
asphalt,0.90380859375,0.002788543701171875,0.051788330078125,0.0004208087921142578,0.01629638671875,0.00034356117248535156,0.007232666015625,0.01174163818359375,0.00016748905181884766,0.005458831787109375,../data/deep_pavements_dataset/dataset/asphalt/3581260949576899b6df416b91fe267e.png
asphalt,0.90087890625,0.0029125213623046875,0.03778076171875,0.00014734268188476562,0.0053558349609375,0.0003821849822998047,0.034942626953125,0.005443572998046875,0.0003821849822998047,0.0117034912109375,../data/deep_pavements_dataset/dataset/asphalt/c95de6c75f231d6c3163f45b17fbe09c.png
asphalt,0.9912109375,0.0004012584686279297,0.00037097930908203125,0.0007042884826660156,0.0021343231201171875,0.00017249584197998047,0.0027408599853515625,0.0014677047729492188,2.9087066650390625e-05,0.0005483627319335938,../data/deep_pavements_dataset/dataset/asphalt/5b0b472c73492dedd8f1937c1158484b.png
asphalt,0.97314453125,0.0019989013671875,0.0034008026123046875,0.0003528594970703125,0.0029087066650390625,0.00027060508728027344,0.01097869873046875,0.00391387939453125,0.0004532337188720703,0.002819061279296875,../data/deep_pavements_dataset/dataset/asphalt/d8c624a11dffccdb6a81a601614f9dea.png
asphalt,0.88671875,0.0036792755126953125,0.027191162109375,0.00016677379608154297,0.00925445556640625,0.0002351999282836914,0.02325439453125,0.00579071044921875,0.0004901885986328125,0.04345703125,../data/deep_pavements_dataset/dataset/asphalt/621f79e23f6c4e0e950643af83ee4cfd.png
asphalt,0.93798828125,0.0014543533325195312,0.02423095703125,0.000179290771484375,0.0011157989501953125,0.0004649162292480469,0.017730712890625,0.00994110107421875,0.00098419189453125,0.006031036376953125,../data/deep_pavements_dataset/dataset/asphalt/49529b0c7139c6f90c49282e0de0bfda.png
asphalt,0.9169921875,0.0028285980224609375,0.01788330078125,0.0004012584686279297,0.01349639892578125,0.0009927749633789062,0.01190948486328125,0.01084136962890625,0.0005316734313964844,0.0240631103515625,../data/deep_pavements_dataset/dataset/asphalt/c9f06f166f0c1788d31bee9b122158ae.png
asphalt,0.437255859375,0.035888671875,0.08349609375,0.0010843276977539062,0.0242919921875,0.036468505859375,0.257080078125,0.06402587890625,0.00559234619140625,0.05474853515625,../data/deep_pavements_dataset/dataset/asphalt/a491e47c1d5eb027f9edde3119ddece4.png
asphalt,0.7841796875,0.013702392578125,0.0740966796875,0.0026149749755859375,0.0034122467041015625,0.0001386404037475586,0.1112060546875,0.00188446044921875,0.00203704833984375,0.006679534912109375,../data/deep_pavements_dataset/dataset/asphalt/186a3990f6040fbc487286e270fa6173.png
asphalt,0.157470703125,0.022674560546875,0.0804443359375,0.000865936279296875,0.0391845703125,0.002666473388671875,0.51611328125,0.0245208740234375,0.0033721923828125,0.152587890625,../data/deep_pavements_dataset/dataset/asphalt/d5e0a13fcc91c9f7ebecbf1be795bb66.png
asphalt,0.77734375,0.00836944580078125,0.056304931640625,0.00027751922607421875,0.00919342041015625,0.00476837158203125,0.11920166015625,0.013580322265625,0.0025119781494140625,0.008636474609375,../data/deep_pavements_dataset/dataset/asphalt/631eb68b988ea9b713bbc0ddf042ed40.png
asphalt,0.96484375,0.0028858184814453125,0.0018625259399414062,4.661083221435547e-05,0.00875091552734375,0.0007886886596679688,0.00556182861328125,0.00861358642578125,0.0003905296325683594,0.00620269775390625,../data/deep_pavements_dataset/dataset/asphalt/5b78378a395b9b54347a3f65c91f9def.png
asphalt,0.81103515625,0.041656494140625,0.045745849609375,0.00028514862060546875,0.0016155242919921875,0.00021517276763916016,0.01395416259765625,0.0219573974609375,0.003997802734375,0.059661865234375,../data/deep_pavements_dataset/dataset/asphalt/a198e1a452388eab4ec7d719324b3975.png
asphalt,0.8408203125,0.0050811767578125,0.02276611328125,0.00021970272064208984,0.0046234130859375,0.0008292198181152344,0.1156005859375,0.005756378173828125,0.0008826255798339844,0.0031795501708984375,../data/deep_pavements_dataset/dataset/asphalt/d7c7d971429353edcd436c6c2daa23e9.png
asphalt,0.8564453125,0.0111236572265625,0.05389404296875,0.0010509490966796875,0.0051727294921875,0.0014362335205078125,0.043975830078125,0.0124053955078125,0.0019330978393554688,0.012603759765625,../data/deep_pavements_dataset/dataset/asphalt/64430cef573a7a46366db5d68560b39e.png
asphalt,0.256591796875,0.00864410400390625,0.1790771484375,0.0003247261047363281,0.02789306640625,0.0015497207641601562,0.409912109375,0.0266265869140625,0.0006875991821289062,0.08868408203125,../data/deep_pavements_dataset/dataset/asphalt/bdd4185bc9629994da0d5b1975d17179.png
asphalt,0.84375,0.0239410400390625,0.014068603515625,0.0011730194091796875,0.00577545166015625,0.004032135009765625,0.049896240234375,0.0243072509765625,0.010955810546875,0.0221405029296875,../data/deep_pavements_dataset/dataset/asphalt/15d50014f71871e728e9cf1d35d35f0c.png
asphalt,0.6474609375,0.006969451904296875,0.1422119140625,0.0008325576782226562,0.01131439208984375,0.0012302398681640625,0.1295166015625,0.01751708984375,0.0017080307006835938,0.0413818359375,../data/deep_pavements_dataset/dataset/asphalt/c97a2e3adcb226fecb790ac7e157df83.png
asphalt,0.4453125,0.0036773681640625,0.296630859375,0.0002834796905517578,0.00560760498046875,0.0013113021850585938,0.1915283203125,0.0208282470703125,0.0012912750244140625,0.033294677734375,../data/deep_pavements_dataset/dataset/asphalt/b9113576a2bdd26137e6d97686ba1128.png
asphalt,0.351318359375,0.00449371337890625,0.26953125,0.00026988983154296875,0.008392333984375,0.0005283355712890625,0.286865234375,0.01473236083984375,0.000885009765625,0.06298828125,../data/deep_pavements_dataset/dataset/asphalt/46e643ba13b6997866f9f1ed92de7602.png
asphalt,0.6953125,0.0030727386474609375,0.0018062591552734375,0.1099853515625,0.12274169921875,0.00506591796875,0.01355743408203125,0.0230560302734375,0.0009517669677734375,0.0245513916015625,../data/deep_pavements_dataset/dataset/asphalt/94bde67ada2bcf369bd4973bbf145a5a.png
asphalt,0.71240234375,0.00597381591796875,0.07623291015625,0.001312255859375,0.0421142578125,0.0032978057861328125,0.08245849609375,0.0289459228515625,0.0005383491516113281,0.046966552734375,../data/deep_pavements_dataset/dataset/asphalt/7163d6fbc06bad3abd2dd77f50693ba9.png
asphalt,0.459716796875,0.00560760498046875,0.292236328125,0.0003018379211425781,0.030792236328125,0.0027332305908203125,0.1337890625,0.03228759765625,0.0004677772521972656,0.042083740234375,../data/deep_pavements_dataset/dataset/asphalt/c96b3d84a28334741185da9b56ce544f.png
asphalt,0.492431640625,0.029571533203125,0.12841796875,0.001361846923828125,0.02001953125,0.044403076171875,0.07550048828125,0.12451171875,0.008087158203125,0.07550048828125,../data/deep_pavements_dataset/dataset/asphalt/dc761cf8498a23eff670d785aa732ba4.png
asphalt,0.76416015625,0.0020809173583984375,0.076904296875,0.0002446174621582031,0.005229949951171875,0.0013437271118164062,0.11907958984375,0.0168914794921875,0.0007081031799316406,0.013153076171875,../data/deep_pavements_dataset/dataset/asphalt/af4e4cdebb67c57d2f3b97d39122af91.png
asphalt,0.52685546875,0.036407470703125,0.146240234375,0.0009260177612304688,0.00344085693359375,0.01319122314453125,0.176513671875,0.0474853515625,0.020111083984375,0.02880859375,../data/deep_pavements_dataset/dataset/asphalt/5be0d78d8d6fae876e2fedb72f3e6abb.png
asphalt,0.26806640625,0.03460693359375,0.0792236328125,0.00902557373046875,0.041748046875,0.002391815185546875,0.50830078125,0.022003173828125,0.00400543212890625,0.0305328369140625,../data/deep_pavements_dataset/dataset/asphalt/879843fcc7a145cddd49f4659ee92edb.png
asphalt,0.9580078125,0.0013742446899414062,0.00472259521484375,0.0002663135528564453,0.0031452178955078125,0.0009441375732421875,0.0192718505859375,0.0058746337890625,0.0001615285873413086,0.0064544677734375,../data/deep_pavements_dataset/dataset/asphalt/909887084c2ef6a80c093c662a7d392c.png
asphalt,0.91162109375,0.00449371337890625,0.00922393798828125,9.620189666748047e-05,0.0040283203125,0.0031375885009765625,0.034271240234375,0.020782470703125,0.001392364501953125,0.01094818115234375,../data/deep_pavements_dataset/dataset/asphalt/e490008a5628e74fd4393b33cb77ac7e.png
asphalt,0.72705078125,0.006195068359375,0.09844970703125,0.0026645660400390625,0.019378662109375,0.00555419921875,0.042327880859375,0.07666015625,0.00151824951171875,0.019989013671875,../data/deep_pavements_dataset/dataset/asphalt/3d4d99e3a953a5377e88ed83f0f78587.png
asphalt,0.0177154541015625,0.0562744140625,0.1019287109375,0.00021600723266601562,0.010406494140625,0.0077362060546875,0.4638671875,0.0056610107421875,0.007266998291015625,0.328857421875,../data/deep_pavements_dataset/dataset/asphalt/16bf4bf2a6966733be3b4996c39c1867.png
asphalt,0.6630859375,0.0029315948486328125,0.130615234375,0.0002522468566894531,0.01465606689453125,0.0008664131164550781,0.10491943359375,0.0200347900390625,0.0007071495056152344,0.06170654296875,../data/deep_pavements_dataset/dataset/asphalt/1556409689c0ce7450ebaaf980826bb0.png
asphalt,0.79833984375,0.0034198760986328125,0.06451416015625,0.0019178390502929688,0.007350921630859375,0.0011272430419921875,0.09686279296875,0.01395416259765625,0.0009794235229492188,0.011566162109375,../data/deep_pavements_dataset/dataset/asphalt/b930a9809972de6db2efcbe01445f156.png
asphalt,0.9736328125,0.004302978515625,0.0004677772521972656,3.0875205993652344e-05,0.002529144287109375,0.0015106201171875,0.0035114288330078125,0.0091094970703125,0.0010881423950195312,0.003856658935546875,../data/deep_pavements_dataset/dataset/asphalt/d64d71762ff3c2a261dd8f51e5b6f1e3.png
asphalt,0.49658203125,0.00952911376953125,0.2203369140625,0.0004527568817138672,0.037689208984375,0.00443267822265625,0.07733154296875,0.04547119140625,0.0023365020751953125,0.105712890625,../data/deep_pavements_dataset/dataset/asphalt/919623804ed35b4cb5ced946ae896fcc.png
asphalt,0.90869140625,0.006122589111328125,0.0197601318359375,0.0012445449829101562,0.01009368896484375,0.0021839141845703125,0.02618408203125,0.00933837890625,0.0017547607421875,0.01446533203125,../data/deep_pavements_dataset/dataset/asphalt/51a42c6424bc6761b1e9ee31a8d899c6.png
asphalt,0.56396484375,0.02764892578125,0.1802978515625,0.0010557174682617188,0.01152801513671875,0.00940704345703125,0.0653076171875,0.0243988037109375,0.01526641845703125,0.10113525390625,../data/deep_pavements_dataset/dataset/asphalt/f872d3859d78441ef3774d66f00b696d.png
asphalt,0.6103515625,0.003803253173828125,0.1495361328125,0.00032210350036621094,0.01348114013671875,0.0004684925079345703,0.1591796875,0.0184326171875,0.0003650188446044922,0.044189453125,../data/deep_pavements_dataset/dataset/asphalt/238ac547ee7944611b0eb207b753c7db.png
asphalt,0.9228515625,0.005153656005859375,0.01445770263671875,0.0019254684448242188,0.00948333740234375,0.0008678436279296875,0.0223846435546875,0.01024627685546875,0.0031757354736328125,0.0096282958984375,../data/deep_pavements_dataset/dataset/asphalt/df9223b7182d5d2b1181b932dc43670e.png
asphalt,0.114990234375,0.01020050048828125,0.2471923828125,0.00027632713317871094,0.01290130615234375,0.0012187957763671875,0.49951171875,0.0106964111328125,0.00164031982421875,0.1014404296875,../data/deep_pavements_dataset/dataset/asphalt/e547f1593112a59dc4a3f6ff1390c6d5.png
asphalt,0.86083984375,0.0045166015625,0.07403564453125,0.0006403923034667969,0.00897979736328125,0.00046133995056152344,0.01503753662109375,0.0181427001953125,0.0010557174682617188,0.0165252685546875,../data/deep_pavements_dataset/dataset/asphalt/a457331a1100612ed8934e3cfb08b687.png
asphalt,0.87451171875,0.0010242462158203125,0.03338623046875,0.0020046234130859375,0.0094146728515625,0.00310516357421875,0.0244293212890625,0.040283203125,0.0007853507995605469,0.01084136962890625,../data/deep_pavements_dataset/dataset/asphalt/b0f5440e8876034fc21ee7146df88b7d.png
asphalt,0.5107421875,0.006328582763671875,0.17919921875,0.0004513263702392578,0.01110076904296875,0.00039196014404296875,0.20947265625,0.00878143310546875,0.001285552978515625,0.0723876953125,../data/deep_pavements_dataset/dataset/asphalt/32f142c693e41c3584dec4c03bca13f9.png
