label,asphalt,gravel,paving_stones,compacted,concrete_plates,grass,ground,concrete,cobblestone,sett,filepath
asphalt,0.9912109375,1.7285346984863281e-06,1.8775463104248047e-05,7.420778274536133e-05,0.004886627197265625,0.0004138946533203125,5.185604095458984e-06,0.003154754638671875,3.504753112792969e-05,0.00028443336486816406,../data/deep_pavements_dataset/dataset/asphalt/614635fbb118b5bb3e19747392591fa6.png
asphalt,0.65771484375,2.0265579223632812e-06,0.0169830322265625,0.310546875,0.0004818439483642578,5.40614128112793e-05,0.00624847412109375,0.00252532958984375,0.00429534912109375,0.0011205673217773438,../data/deep_pavements_dataset/dataset/asphalt/8b96aa387fcc50bae390872fd44d7e73.png
asphalt,0.939453125,0.0002455711364746094,0.0052490234375,0.005588531494140625,0.01471710205078125,0.0009412765502929688,0.00033545494079589844,0.01471710205078125,0.005588531494140625,0.01299285888671875,../data/deep_pavements_dataset/dataset/asphalt/89e619299b75fa651fca2e7af49934b1.png
asphalt,0.98876953125,1.9669532775878906e-06,6.74128532409668e-05,0.0006804466247558594,0.0023021697998046875,0.00018322467803955078,2.5570392608642578e-05,0.007549285888671875,6.330013275146484e-05,0.00033164024353027344,../data/deep_pavements_dataset/dataset/asphalt/621f79e23f6c4e0e950643af83ee4cfd.png
asphalt,0.00084686279296875,0.00011819601058959961,0.658203125,0.3310546875,0.00011104345321655273,3.2842159271240234e-05,0.002162933349609375,0.0034542083740234375,0.0007710456848144531,0.0030498504638671875,../data/deep_pavements_dataset/dataset/asphalt/9ef03a49b539517773331272af516701.png
asphalt,0.98291015625,2.086162567138672e-06,2.6226043701171875e-05,5.3822994232177734e-05,0.011627197265625,0.00039768218994140625,4.708766937255859e-06,0.004413604736328125,2.7954578399658203e-05,0.0004506111145019531,../data/deep_pavements_dataset/dataset/asphalt/b8b75ce82f9a2363768a2b1372c5aef6.png
asphalt,0.99169921875,1.6689300537109375e-06,1.2099742889404297e-05,4.947185516357422e-05,0.004314422607421875,0.001125335693359375,5.364418029785156e-06,0.00261688232421875,2.6464462280273438e-05,0.00020182132720947266,../data/deep_pavements_dataset/dataset/asphalt/77d5280186ffec7658d8746b4300a1de.png
asphalt,0.98193359375,2.384185791015625e-06,2.6226043701171875e-05,4.458427429199219e-05,0.014007568359375,0.0004794597625732422,4.827976226806641e-06,0.00284576416015625,4.32133674621582e-05,0.00043654441833496094,../data/deep_pavements_dataset/dataset/asphalt/e18fe4919ca269baf2649d711e2f38d4.png
asphalt,0.99365234375,2.682209014892578e-06,5.1081180572509766e-05,0.000354766845703125,0.0019779205322265625,0.00025153160095214844,2.199411392211914e-05,0.0034732818603515625,0.00010818243026733398,0.0003333091735839844,../data/deep_pavements_dataset/dataset/asphalt/a29b3fc11ca18f8e7a1386fc70dd4b94.png
asphalt,0.98974609375,1.9073486328125e-06,3.725290298461914e-05,0.0003218650817871094,0.002780914306640625,0.0002930164337158203,1.2874603271484375e-05,0.006267547607421875,4.494190216064453e-05,0.00028395652770996094,../data/deep_pavements_dataset/dataset/asphalt/9e979eed5080738bd7d4e195efee9a87.png
asphalt,0.98486328125,5.0067901611328125e-06,0.00029158592224121094,0.0010833740234375,0.0025997161865234375,0.0001512765884399414,4.9114227294921875e-05,0.0099639892578125,0.00015604496002197266,0.0007448196411132812,../data/deep_pavements_dataset/dataset/asphalt/a2dc1da57c84b69572143d6c7d9c363e.png
asphalt,0.99365234375,1.2516975402832031e-06,2.1278858184814453e-05,0.0001264810562133789,0.0029697418212890625,0.00027632713317871094,6.67572021484375e-06,0.0028781890869140625,4.106760025024414e-05,0.00024378299713134766,../data/deep_pavements_dataset/dataset/asphalt/af4e4cdebb67c57d2f3b97d39122af91.png
asphalt,0.52294921875,0.005126953125,0.136474609375,0.05511474609375,0.04864501953125,0.001041412353515625,0.0018281936645507812,0.072998046875,0.039093017578125,0.11669921875,../data/deep_pavements_dataset/dataset/asphalt/891f79a9a1c83f61c0a67e6d646c604c.png
asphalt,0.99365234375,1.7881393432617188e-06,0.00012254714965820312,0.000705718994140625,0.0019779205322265625,0.00014793872833251953,0.00010818243026733398,0.0030651092529296875,0.00015747547149658203,0.00025153160095214844,../data/deep_pavements_dataset/dataset/asphalt/90bd936682e59380763a1cc8675f9be3.png
asphalt,0.912109375,3.653764724731445e-05,3.123283386230469e-05,9.042024612426758e-05,0.00981903076171875,0.07257080078125,3.886222839355469e-05,0.005092620849609375,0.00010573863983154297,0.00033593177795410156,../data/deep_pavements_dataset/dataset/asphalt/1b4c8bd5c223cf1e7ffe2641f6bb669d.png
asphalt,0.1748046875,0.0003705024719238281,0.0002467632293701172,4.291534423828125e-05,0.75927734375,0.0157623291015625,1.3053417205810547e-05,0.044189453125,4.291534423828125e-05,0.005443572998046875,../data/deep_pavements_dataset/dataset/asphalt/cf0e9ac5e20b0d170cc7691da0e72bd2.png
asphalt,0.96875,4.112720489501953e-06,2.8371810913085938e-05,5.823373794555664e-05,0.0194854736328125,0.0005702972412109375,5.424022674560547e-06,0.0107574462890625,2.0742416381835938e-05,0.0004878044128417969,../data/deep_pavements_dataset/dataset/asphalt/8a87b13001be0f478c6b49030a0edfde.png
asphalt,0.0416259765625,7.551908493041992e-05,0.0005936622619628906,0.007236480712890625,0.0022068023681640625,0.000186920166015625,5.352497100830078e-05,0.94775390625,4.410743713378906e-06,0.0004210472106933594,../data/deep_pavements_dataset/dataset/asphalt/2de41a1743919c62057f777642664fac.png
asphalt,0.982421875,7.987022399902344e-06,0.00011390447616577148,0.0003294944763183594,0.0087738037109375,0.00043654441833496094,1.6927719116210938e-05,0.006618499755859375,0.0001556873321533203,0.0010156631469726562,../data/deep_pavements_dataset/dataset/asphalt/7074384f857392b8c6409584639bf333.png
asphalt,0.78759765625,0.00038433074951171875,0.026123046875,0.00748443603515625,0.039215087890625,0.001300811767578125,0.0006961822509765625,0.12078857421875,0.0010776519775390625,0.01535797119140625,../data/deep_pavements_dataset/dataset/asphalt/a5892465c111c56463172cf964863b4c.png
asphalt,0.97998046875,5.0067901611328125e-06,0.0001653432846069336,0.00201416015625,0.0030231475830078125,0.00028133392333984375,5.716085433959961e-05,0.0135498046875,0.00012874603271484375,0.000614166259765625,../data/deep_pavements_dataset/dataset/asphalt/846df720072fa5a06e934f40411eb74a.png
asphalt,0.98876953125,5.543231964111328e-06,0.0010547637939453125,0.0024509429931640625,0.0016326904296875,0.0004394054412841797,0.001583099365234375,0.0024509429931640625,0.0008740425109863281,0.000530242919921875,../data/deep_pavements_dataset/dataset/asphalt/7163d6fbc06bad3abd2dd77f50693ba9.png
asphalt,0.09136962890625,0.09136962890625,0.12103271484375,0.05206298828125,0.0858154296875,0.00548553466796875,0.00293731689453125,0.1654052734375,0.055419921875,0.3291015625,../data/deep_pavements_dataset/dataset/asphalt/fd5d36c6ed6d2fd4e60e4f155014385b.png
asphalt,0.99609375,1.1920928955078125e-06,7.68899917602539e-05,0.00042891502380371094,0.0011663436889648438,0.00013494491577148438,4.8160552978515625e-05,0.0018062591552734375,0.0001392364501953125,0.00023686885833740234,../data/deep_pavements_dataset/dataset/asphalt/4d29145e3d0fd10f75302017b222716b.png
asphalt,0.87890625,1.1086463928222656e-05,0.0870361328125,0.00809478759765625,0.001983642578125,0.0001628398895263672,0.001750946044921875,0.000415802001953125,0.0166168212890625,0.004909515380859375,../data/deep_pavements_dataset/dataset/asphalt/0bb387ac87fac7b83f6f8484c7abd103.png
asphalt,0.966796875,3.1113624572753906e-05,0.00298309326171875,0.0010976791381835938,0.0078582763671875,0.0005025863647460938,8.732080459594727e-05,0.0012054443359375,0.005401611328125,0.0137939453125,../data/deep_pavements_dataset/dataset/asphalt/c12e9a92e269e2eb2937812b77833399.png
asphalt,0.09954833984375,2.9206275939941406e-06,0.0036258697509765625,0.88720703125,9.971857070922852e-05,4.565715789794922e-05,0.003200531005859375,0.0024929046630859375,0.00257110595703125,0.001071929931640625,../data/deep_pavements_dataset/dataset/asphalt/583ecc333685321300c9bffabc9afd68.png
asphalt,0.152587890625,0.013763427734375,0.0019216537475585938,0.00047087669372558594,0.56689453125,0.0362548828125,4.8100948333740234e-05,0.2152099609375,0.00040268898010253906,0.01214599609375,../data/deep_pavements_dataset/dataset/asphalt/1949bf01b1ee2af0c300f8d11afeba56.png
asphalt,0.9677734375,4.649162292480469e-06,2.2113323211669922e-05,3.0219554901123047e-05,0.026611328125,0.001064300537109375,4.649162292480469e-06,0.003955841064453125,3.8743019104003906e-05,0.0005350112915039062,../data/deep_pavements_dataset/dataset/asphalt/172b4e74117bf42e46321b199db891fb.png
asphalt,0.99560546875,4.76837158203125e-07,3.0100345611572266e-05,0.00017333030700683594,0.0010290145874023438,7.224082946777344e-05,1.33514404296875e-05,0.0027103424072265625,3.0100345611572266e-05,9.876489639282227e-05,../data/deep_pavements_dataset/dataset/asphalt/655941c5073162a23a5ed0fc10dcc7e1.png
asphalt,0.88232421875,1.621246337890625e-05,0.0002696514129638672,0.00199127197265625,0.00838470458984375,0.00048804283142089844,0.00017952919006347656,0.10540771484375,4.982948303222656e-05,0.0007801055908203125,../data/deep_pavements_dataset/dataset/asphalt/0b46e4a906e017a742b42169f9178346.png
asphalt,0.939453125,7.718801498413086e-05,0.000148773193359375,0.00016868114471435547,0.0311431884765625,0.0166778564453125,2.1457672119140625e-05,0.01010894775390625,0.0002453327178955078,0.0021877288818359375,../data/deep_pavements_dataset/dataset/asphalt/674e7d6a3f25a9bc87e9c59f14180adf.png
asphalt,0.99267578125,1.1920928955078125e-06,2.1278858184814453e-05,0.00011152029037475586,0.0031585693359375,0.0002512931823730469,6.67572021484375e-06,0.003692626953125,3.0040740966796875e-05,0.0002218484878540039,../data/deep_pavements_dataset/dataset/asphalt/e490008a5628e74fd4393b33cb77ac7e.png
asphalt,0.9853515625,2.0265579223632812e-06,0.00014674663543701172,0.0014362335205078125,0.0010843276977539062,9.179115295410156e-05,5.233287811279297e-05,0.01129150390625,7.611513137817383e-05,0.0003306865692138672,../data/deep_pavements_dataset/dataset/asphalt/3f670b5dba5d0d69297c0912c41ee53e.png
asphalt,0.912109375,4.404783248901367e-05,0.0006275177001953125,0.0009131431579589844,0.054779052734375,0.001003265380859375,8.493661880493164e-05,0.0235595703125,0.00035762786865234375,0.006748199462890625,../data/deep_pavements_dataset/dataset/asphalt/cedaccc562152902f9cc71f529092a6f.png
asphalt,0.96240234375,4.2378902435302734e-05,0.0015888214111328125,0.007122039794921875,0.00418853759765625,0.002040863037109375,0.0057220458984375,0.014617919921875,0.0013179779052734375,0.0009055137634277344,../data/deep_pavements_dataset/dataset/asphalt/81b0203e43facc8344bf4374d75c61d5.png
asphalt,0.467041015625,3.0875205993652344e-05,0.161376953125,0.301513671875,0.004436492919921875,7.170438766479492e-05,0.0016326904296875,0.037139892578125,0.002864837646484375,0.02398681640625,../data/deep_pavements_dataset/dataset/asphalt/a22d3f6de81f8c07275407cb0e372460.png
asphalt,0.218994140625,3.5822391510009766e-05,0.00251007080078125,0.00962066650390625,0.0033245086669921875,0.0001004338264465332,0.00012886524200439453,0.76416015625,1.4901161193847656e-05,0.0009832382202148438,../data/deep_pavements_dataset/dataset/asphalt/c9f06f166f0c1788d31bee9b122158ae.png
asphalt,0.99365234375,3.039836883544922e-06,7.43865966796875e-05,0.0005002021789550781,0.002040863037109375,0.00027632713317871094,2.7358531951904297e-05,0.0030651092529296875,0.00016236305236816406,0.0003895759582519531,../data/deep_pavements_dataset/dataset/asphalt/1ac1f3bcd8877b020af2a10ade17206a.png
asphalt,0.9775390625,2.1457672119140625e-06,2.956390380859375e-05,6.258487701416016e-05,0.01155853271484375,0.0003955364227294922,5.0067901611328125e-06,0.01020050048828125,1.3947486877441406e-05,0.0003383159637451172,../data/deep_pavements_dataset/dataset/asphalt/d6916c1bc4145107d4e07a46ceece3c2.png
asphalt,0.99365234375,1.2516975402832031e-06,2.6524066925048828e-05,0.0001958608627319336,0.0023860931396484375,0.00025963783264160156,9.179115295410156e-06,0.0033664703369140625,4.51207160949707e-05,0.00024378299713134766,../data/deep_pavements_dataset/dataset/asphalt/c74ff58c1907249278d21d15f906756d.png
asphalt,0.9912109375,1.6689300537109375e-06,1.6570091247558594e-05,4.941225051879883e-05,0.005893707275390625,0.0004992485046386719,4.76837158203125e-06,0.0022373199462890625,3.8504600524902344e-05,0.0002932548522949219,../data/deep_pavements_dataset/dataset/asphalt/902df26c5818b37d18ef0d4cd3734ca7.png
asphalt,0.9931640625,1.4901161193847656e-06,2.199411392211914e-05,0.0001264810562133789,0.0031604766845703125,0.0002849102020263672,6.67572021484375e-06,0.0031604766845703125,4.369020462036133e-05,0.0002677440643310547,../data/deep_pavements_dataset/dataset/asphalt/4b4ab230d712c5dae0e066cd0bfdef90.png
asphalt,0.95849609375,4.172325134277344e-06,0.00024271011352539062,0.0053558349609375,0.0012331008911132812,0.00018906593322753906,0.000125885009765625,0.033843994140625,7.87973403930664e-05,0.0002505779266357422,../data/deep_pavements_dataset/dataset/asphalt/2b5eca1f9b418e5aaddd9c4e96005853.png
asphalt,0.91552734375,3.552436828613281e-05,0.005115509033203125,0.04022216796875,0.002269744873046875,0.0004756450653076172,0.0033016204833984375,0.02764892578125,0.0020656585693359375,0.0033016204833984375,../data/deep_pavements_dataset/dataset/asphalt/d5e0a13fcc91c9f7ebecbf1be795bb66.png
asphalt,0.98388671875,4.291534423828125e-06,0.00014650821685791016,0.0016765594482421875,0.00267791748046875,0.0002651214599609375,5.060434341430664e-05,0.01059722900390625,0.0001252889633178711,0.0005440711975097656,../data/deep_pavements_dataset/dataset/asphalt/d97fa32b693d87774a7d8208b83c706b.png
asphalt,0.99267578125,3.4570693969726562e-06,7.665157318115234e-05,0.0005321502685546875,0.002170562744140625,0.000293731689453125,3.2961368560791016e-05,0.003810882568359375,0.00014770030975341797,0.00038933753967285156,../data/deep_pavements_dataset/dataset/asphalt/3d1f1f4afa55b14978f9f61a0dabb47f.png
asphalt,0.41552734375,0.00011199712753295898,0.0100860595703125,0.11907958984375,0.004474639892578125,0.0003345012664794922,0.0009984970092773438,0.4423828125,0.00034499168395996094,0.006717681884765625,../data/deep_pavements_dataset/dataset/asphalt/c9220bcb727138640163f3e4dcc211c6.png
asphalt,0.986328125,5.185604095458984e-06,0.0022258758544921875,0.003238677978515625,0.0014371871948242188,0.0003991127014160156,0.00276947021484375,0.0020275115966796875,0.0011911392211914062,0.0004968643188476562,../data/deep_pavements_dataset/dataset/asphalt/c3fd8b1990b705cf3f5a6d1abb8c1e86.png
asphalt,0.98388671875,6.020069122314453e-06,0.00014197826385498047,0.0006985664367675781,0.005496978759765625,0.00023412704467773438,3.069639205932617e-05,0.008514404296875,0.00014650821685791016,0.000743865966796875,../data/deep_pavements_dataset/dataset/asphalt/51d52c50b4323b24403fa2eddf40855c.png
asphalt,0.86083984375,1.3947486877441406e-05,0.0007147789001464844,0.004241943359375,0.0084381103515625,0.0002799034118652344,7.301568984985352e-05,0.1240234375,5.6862831115722656e-05,0.0014667510986328125,../data/deep_pavements_dataset/dataset/asphalt/74d88d273eebd46701745b64259e90da.png
asphalt,0.2276611328125,0.01000213623046875,0.311279296875,0.05242919921875,0.061279296875,0.004581451416015625,0.0053558349609375,0.027191162109375,0.08642578125,0.2138671875,../data/deep_pavements_dataset/dataset/asphalt/09c260be10e1f9bf79f7d5bd5096582a.png
asphalt,0.79638671875,0.00010144710540771484,0.012481689453125,0.083984375,0.0035762786865234375,0.0007262229919433594,0.00571441650390625,0.08935546875,0.0019741058349609375,0.0055389404296875,../data/deep_pavements_dataset/dataset/asphalt/eaba0a74dc0fbfd4942f95c6c61e7c26.png
asphalt,0.89501953125,2.7060508728027344e-05,0.01025390625,0.053741455078125,0.0024356842041015625,0.00031948089599609375,0.0014324188232421875,0.0306243896484375,0.0015239715576171875,0.00484466552734375,../data/deep_pavements_dataset/dataset/asphalt/e9760cfd53bc2de468f007bc862d972c.png
asphalt,0.9638671875,3.629922866821289e-05,0.0007519721984863281,0.0035877227783203125,0.010711669921875,0.0012788772583007812,5.2809715270996094e-05,0.0155792236328125,0.0006041526794433594,0.0034770965576171875,../data/deep_pavements_dataset/dataset/asphalt/e21c6427f5c55aa64294d2ce7f2e7e10.png
asphalt,0.7568359375,6.031990051269531e-05,0.00016391277313232422,0.00032591819763183594,0.07037353515625,0.0014162063598632812,2.5928020477294922e-05,0.1688232421875,2.9385089874267578e-05,0.0020599365234375,../data/deep_pavements_dataset/dataset/asphalt/919623804ed35b4cb5ced946ae896fcc.png
asphalt,0.99462890625,2.0265579223632812e-06,7.683038711547852e-05,0.0004703998565673828,0.0016946792602539062,0.00020873546600341797,3.629922866821289e-05,0.0025424957275390625,0.0001480579376220703,0.00032329559326171875,../data/deep_pavements_dataset/dataset/asphalt/dcff024fe5f3b97aa4571c90be0e3a69.png
asphalt,0.96826171875,1.2993812561035156e-05,0.00010544061660766602,0.0002777576446533203,0.0182952880859375,0.0010318756103515625,1.8894672393798828e-05,0.0104217529296875,0.0001232624053955078,0.0016489028930664062,../data/deep_pavements_dataset/dataset/asphalt/d54aacae75e604d96b5f31a4c87d3b16.png
asphalt,0.00919342041015625,0.153076171875,0.1734619140625,0.0242156982421875,0.0177154541015625,0.0156402587890625,0.005573272705078125,0.0142364501953125,0.11553955078125,0.471435546875,../data/deep_pavements_dataset/dataset/asphalt/e8d0cef768a109c5ea59724dbd674fec.png
asphalt,0.89208984375,6.276369094848633e-05,0.00021898746490478516,0.00015044212341308594,0.0755615234375,0.0144195556640625,1.5854835510253906e-05,0.01397705078125,0.00015044212341308594,0.0032176971435546875,../data/deep_pavements_dataset/dataset/asphalt/8f3c919165562bd2cb39cea3eb3f2145.png
asphalt,0.9912109375,2.9802322387695312e-06,5.429983139038086e-05,0.0004992485046386719,0.0022373199462890625,0.0002589225769042969,1.9371509552001953e-05,0.005367279052734375,9.232759475708008e-05,0.00035381317138671875,../data/deep_pavements_dataset/dataset/asphalt/e34852cfdbae0c4b7407e879409dccc8.png
asphalt,0.9931640625,5.245208740234375e-06,0.00013887882232666016,0.0007276535034179688,0.0022411346435546875,0.0003895759582519531,5.441904067993164e-05,0.0023136138916015625,0.000377655029296875,0.0005669593811035156,../data/deep_pavements_dataset/dataset/asphalt/74cd3f8e316b6ad40c141c603557aea4.png
asphalt,0.978515625,2.6941299438476562e-05,0.00043487548828125,0.0012197494506835938,0.00901031494140625,0.0007166862487792969,6.264448165893555e-05,0.00266265869140625,0.002277374267578125,0.0052947998046875,../data/deep_pavements_dataset/dataset/asphalt/aa5d82e1ff7c1b59ae3e4d072b6f9b4f.png
asphalt,0.055877685546875,5.7756900787353516e-05,0.003253936767578125,0.005199432373046875,0.00431060791015625,0.0002079010009765625,6.145238876342773e-05,0.9306640625,3.337860107421875e-06,0.00041365623474121094,../data/deep_pavements_dataset/dataset/asphalt/186a3990f6040fbc487286e270fa6173.png
asphalt,0.0005769729614257812,0.0007181167602539062,0.005306243896484375,0.01158905029296875,0.0007181167602539062,0.00010347366333007812,0.00010675191879272461,0.97998046875,2.1457672119140625e-06,0.0006747245788574219,../data/deep_pavements_dataset/dataset/asphalt/42bcd6150615beb29f96b66c4e111645.png
asphalt,0.96337890625,8.171796798706055e-05,0.0012388229370117188,0.0033664703369140625,0.01139068603515625,0.0018024444580078125,0.0001016855239868164,0.012908935546875,0.00140380859375,0.004459381103515625,../data/deep_pavements_dataset/dataset/asphalt/8dcf5ba5c09f4de9b92f09ad72a57552.png
asphalt,0.9921875,2.562999725341797e-06,0.00013875961303710938,0.0007271766662597656,0.0015878677368164062,0.00016736984252929688,7.903575897216797e-05,0.004596710205078125,0.00014317035675048828,0.00034332275390625,../data/deep_pavements_dataset/dataset/asphalt/52d7361b52fc92d23ab0c0552053c9cb.png
asphalt,0.356689453125,0.0006074905395507812,0.0701904296875,0.0582275390625,0.006740570068359375,0.00980377197265625,0.404052734375,0.0034961700439453125,0.08209228515625,0.00812530517578125,../data/deep_pavements_dataset/dataset/asphalt/fa8be15f21c02fdae01405b8d941396a.png
asphalt,0.6337890625,7.12275505065918e-05,0.0016717910766601562,0.017425537109375,0.004543304443359375,0.0004227161407470703,0.0003292560577392578,0.339111328125,0.0001461505889892578,0.002590179443359375,../data/deep_pavements_dataset/dataset/asphalt/1556409689c0ce7450ebaaf980826bb0.png
