label,ground,concrete,cobblestone,gravel,paving_stones,concrete_plates,compacted,asphalt,grass,sett,filepath
asphalt,4.00543212890625e-05,9.912252426147461e-05,8.344650268554688e-07,1.5676021575927734e-05,2.282857894897461e-05,1.1146068572998047e-05,2.205371856689453e-06,1.0,2.384185791015625e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/77780f2fe39ff28b12344e93a224c12a.png
asphalt,3.218650817871094e-05,1.6689300537109375e-05,1.2516975402832031e-06,2.282857894897461e-05,1.1146068572998047e-05,5.066394805908203e-06,5.245208740234375e-06,1.0,2.7418136596679688e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/0beee4c091f034603c26a209d663b991.png
asphalt,1.6689300537109375e-05,0.0001055002212524414,2.0802021026611328e-05,0.0003249645233154297,2.753734588623047e-05,1.7285346984863281e-06,2.7418136596679688e-06,0.99951171875,1.3113021850585938e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/95594d0a8164996b0450e98de9b77e22.png
asphalt,0.00010889768600463867,4.00543212890625e-05,3.2782554626464844e-06,2.8371810913085938e-05,7.253885269165039e-05,8.749961853027344e-05,1.3113021850585938e-06,0.99951171875,1.2576580047607422e-05,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/fbb5e7356b4f230071d647b19ef888ff.png
asphalt,1.8894672393798828e-05,0.0002453327178955078,1.5497207641601562e-06,2.5093555450439453e-05,1.6689300537109375e-05,8.940696716308594e-07,1.3113021850585938e-06,0.99951171875,1.7285346984863281e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/05aa52fb6451a84f637ad801194437cf.png
asphalt,1.150369644165039e-05,2.384185791015625e-06,7.152557373046875e-07,1.341104507446289e-05,1.4722347259521484e-05,2.980232238769531e-07,1.430511474609375e-06,1.0,5.424022674560547e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/93e8db1d137cd187410de3f9e5781a7c.png
asphalt,4.112720489501953e-06,2.1457672119140625e-06,1.7285346984863281e-06,0.00010228157043457031,7.212162017822266e-06,1.7881393432617188e-07,4.172325134277344e-07,1.0,8.344650268554688e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/01fa5918d8b9a6e74589a967fd43289e.png
asphalt,0.0005831718444824219,0.0064697265625,0.00013017654418945312,0.002307891845703125,0.000797271728515625,0.11468505859375,0.0005311965942382812,0.87451171875,8.58306884765625e-06,5.364418029785156e-06,../data/deep_pavements_dataset/dataset/asphalt/939c0d4e8268c9c53f915e1312e39101.png
asphalt,8.463859558105469e-05,0.0018100738525390625,1.430511474609375e-06,3.421306610107422e-05,0.00010865926742553711,7.748603820800781e-07,3.516674041748047e-06,0.998046875,2.1457672119140625e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/fbc1dd90dc1e8a5c7d1ea78530c2fa32.png
asphalt,2.753734588623047e-05,1.8894672393798828e-05,1.1324882507324219e-06,7.486343383789062e-05,1.2218952178955078e-05,2.5033950805664062e-06,1.0728836059570312e-06,1.0,6.318092346191406e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/d3c83e40c5a640de0f239b8b120caed8.png
asphalt,4.744529724121094e-05,0.0174407958984375,1.3709068298339844e-06,0.00010699033737182617,0.00011038780212402344,0.0001004934310913086,4.5299530029296875e-06,0.982421875,1.0728836059570312e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/51c3ee286181f14e799768e9cd0cbe6a.png
asphalt,3.314018249511719e-05,0.00030493736267089844,1.615285873413086e-05,7.95125961303711e-05,0.0006456375122070312,0.0007090568542480469,2.0265579223632812e-06,0.998046875,1.3113021850585938e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/3d4d99e3a953a5377e88ed83f0f78587.png
asphalt,2.014636993408203e-05,1.043081283569336e-05,4.649162292480469e-06,5.4776668548583984e-05,1.0788440704345703e-05,1.4901161193847656e-06,3.993511199951172e-06,1.0,1.2576580047607422e-05,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/27441feca86074f45fb6ee702cb34de3.png
asphalt,4.13060188293457e-05,1.8358230590820312e-05,9.5367431640625e-07,0.00016868114471435547,1.2218952178955078e-05,6.556510925292969e-06,1.9073486328125e-06,0.99951171875,1.3113021850585938e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/1ddf70392de0cdecc14c46eaea3303af.png
asphalt,1.2576580047607422e-05,9.608268737792969e-05,2.0802021026611328e-05,2.4318695068359375e-05,1.621246337890625e-05,2.6702880859375e-05,1.0132789611816406e-06,1.0,4.76837158203125e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/631eb68b988ea9b713bbc0ddf042ed40.png
asphalt,2.086162567138672e-06,1.6093254089355469e-06,8.344650268554688e-07,4.26173210144043e-05,5.066394805908203e-06,2.384185791015625e-06,7.152557373046875e-07,1.0,7.748603820800781e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/b3c73cf6e323990bf834dc673073c347.png
asphalt,0.00018465518951416016,0.0013217926025390625,0.005069732666015625,0.043792724609375,0.00010520219802856445,0.0022487640380859375,0.62353515625,0.323486328125,0.00013506412506103516,4.172325134277344e-07,../data/deep_pavements_dataset/dataset/asphalt/f872d3859d78441ef3774d66f00b696d.png
asphalt,1.341104507446289e-05,9.03010368347168e-05,3.814697265625e-06,4.5418739318847656e-05,8.404254913330078e-06,6.973743438720703e-06,7.152557373046875e-06,1.0,1.7881393432617188e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/2a600dfe633269af654eb78a83efa159.png
asphalt,6.318092346191406e-06,1.8894672393798828e-05,4.351139068603516e-06,1.9550323486328125e-05,1.5676021575927734e-05,1.150369644165039e-05,3.0994415283203125e-06,1.0,1.1920928955078125e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/50d4e83fbbc6c26496b75c7ad42d773b.png
asphalt,3.218650817871094e-05,2.3245811462402344e-06,5.960464477539062e-07,4.00543212890625e-05,6.556510925292969e-06,3.5762786865234375e-07,3.3974647521972656e-06,1.0,1.043081283569336e-05,0.0,../data/deep_pavements_dataset/dataset/asphalt/cbbeb8089ae46b9feb5714ed2f99a6f3.png
asphalt,2.664327621459961e-05,0.0005698204040527344,9.304285049438477e-05,0.0001850128173828125,7.957220077514648e-05,0.0003457069396972656,2.4259090423583984e-05,0.99853515625,1.1444091796875e-05,8.344650268554688e-07,../data/deep_pavements_dataset/dataset/asphalt/7706aeb89520a96e8fafb3cadedb67c7.png
asphalt,4.351139068603516e-06,2.9802322387695312e-06,3.2782554626464844e-06,3.218650817871094e-05,1.4722347259521484e-05,3.5762786865234375e-07,4.76837158203125e-07,1.0,1.9669532775878906e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/74cd3f8e316b6ad40c141c603557aea4.png
asphalt,2.8431415557861328e-05,6.139278411865234e-06,3.814697265625e-06,6.812810897827148e-05,7.718801498413086e-05,1.0728836059570312e-06,6.973743438720703e-06,1.0,3.2782554626464844e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/3d1f1f4afa55b14978f9f61a0dabb47f.png
asphalt,0.0018520355224609375,0.00030231475830078125,0.00023543834686279297,0.00286865234375,7.641315460205078e-05,2.9027462005615234e-05,0.29248046875,0.70166015625,0.00022113323211669922,2.980232238769531e-07,../data/deep_pavements_dataset/dataset/asphalt/2391b643bc4174ec7805e7f7c4e8a2f9.png
asphalt,1.9490718841552734e-05,0.0005702972412109375,3.814697265625e-06,3.647804260253906e-05,6.198883056640625e-05,8.404254913330078e-06,5.245208740234375e-06,0.99951171875,3.814697265625e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/674e7d6a3f25a9bc87e9c59f14180adf.png
asphalt,2.753734588623047e-05,0.0005354881286621094,1.8477439880371094e-06,1.8894672393798828e-05,9.906291961669922e-05,0.0002956390380859375,1.9669532775878906e-06,0.9990234375,4.76837158203125e-07,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/c5f65575fbb3e67dd18aac223a46576e.png
asphalt,7.62939453125e-06,3.2782554626464844e-06,2.9206275939941406e-06,0.00011593103408813477,1.150369644165039e-05,9.5367431640625e-07,7.152557373046875e-07,1.0,1.1920928955078125e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/b8df7b7522289ac9675beb8ac89ae582.png
asphalt,8.20159912109375e-05,2.664327621459961e-05,2.276897430419922e-05,0.0015964508056640625,1.5676021575927734e-05,3.5762786865234375e-06,0.0004165172576904297,0.998046875,1.4722347259521484e-05,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/368a9368cd1b2e5133b5a4a120a85fc5.png
asphalt,1.2993812561035156e-05,1.2218952178955078e-05,7.152557373046875e-07,4.00543212890625e-05,8.64267349243164e-06,2.086162567138672e-06,4.172325134277344e-07,1.0,2.562999725341797e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/d77fd8eb8fd6dba4e1634aa6fcfdc30b.png
asphalt,4.398822784423828e-05,3.993511199951172e-06,5.424022674560547e-06,6.401538848876953e-05,9.608268737792969e-05,7.152557373046875e-07,5.9604644775390625e-06,1.0,2.0802021026611328e-05,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/81177851846643250363c8643404c78d.png
asphalt,4.398822784423828e-05,7.027387619018555e-05,1.519918441772461e-05,0.0001195669174194336,3.11732292175293e-05,1.2576580047607422e-05,4.00543212890625e-05,0.99951171875,4.8279762268066406e-05,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/2da7242726be111c8e57e3411989bfef.png
asphalt,1.8358230590820312e-05,1.519918441772461e-05,1.3709068298339844e-06,7.212162017822266e-06,1.430511474609375e-05,1.430511474609375e-06,3.5762786865234375e-07,1.0,3.5762786865234375e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/85636f892b5197cbc0f756e21528c290.png
asphalt,8.165836334228516e-06,6.973743438720703e-06,1.430511474609375e-06,1.0788440704345703e-05,3.516674041748047e-06,4.172325134277344e-07,5.364418029785156e-07,1.0,1.6093254089355469e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/1778ae5f156b93e0c6d21f2931e7a45a.png
asphalt,1.043081283569336e-05,3.516674041748047e-06,2.3245811462402344e-06,6.812810897827148e-05,6.139278411865234e-06,3.5762786865234375e-07,4.76837158203125e-07,1.0,2.205371856689453e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/c2a144284825947dfc86ceed384be6ef.png
asphalt,8.64267349243164e-06,0.00021648406982421875,1.519918441772461e-05,0.00022339820861816406,1.3828277587890625e-05,2.2113323211669922e-05,1.1146068572998047e-05,0.99951171875,4.947185516357422e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/800fe7a7cc04da478a5589c8289c80e3.png
asphalt,5.4717063903808594e-05,0.00022339820861816406,6.139278411865234e-06,2.5033950805664062e-05,0.0001442432403564453,1.2993812561035156e-05,8.404254913330078e-06,0.99951171875,5.602836608886719e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/67d348cec59376e271c84a54041eb52e.png
asphalt,1.341104507446289e-05,1.8894672393798828e-05,2.562999725341797e-06,4.684925079345703e-05,1.621246337890625e-05,4.76837158203125e-06,2.205371856689453e-06,1.0,5.9604644775390625e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/5c25f17b2d0909a141e673fb6a7f55e7.png
asphalt,1.5676021575927734e-05,7.486343383789062e-05,1.2993812561035156e-05,9.02414321899414e-05,1.0132789611816406e-05,3.2782554626464844e-06,3.3974647521972656e-06,1.0,3.635883331298828e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/983e8b24aec76ce947d7b6d1d41d48dc.png
asphalt,3.88026237487793e-05,2.3543834686279297e-05,1.1920928955078125e-06,7.969141006469727e-05,5.066394805908203e-06,1.7285346984863281e-06,1.9073486328125e-06,1.0,1.5497207641601562e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/f61aa5d663273e114830a77843b5130b.png
asphalt,2.753734588623047e-05,1.1146068572998047e-05,8.940696716308594e-07,1.4722347259521484e-05,3.516674041748047e-06,7.152557373046875e-07,3.0994415283203125e-06,1.0,1.430511474609375e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/ba3366aa7f8c894f70c9fedcec4704ad.png
asphalt,1.3828277587890625e-05,0.0012054443359375,8.106231689453125e-06,7.95125961303711e-05,6.192922592163086e-05,0.0006871223449707031,2.3245811462402344e-06,0.998046875,1.2516975402832031e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/3b97a71fc9e2756ca79a824ea71b148f.png
asphalt,5.644559860229492e-05,0.00047278404235839844,6.735324859619141e-06,4.5359134674072266e-05,2.2113323211669922e-05,4.13060188293457e-05,6.139278411865234e-06,0.99951171875,7.867813110351562e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/46e643ba13b6997866f9f1ed92de7602.png
asphalt,7.718801498413086e-05,3.11732292175293e-05,6.139278411865234e-06,0.0003249645233154297,3.427267074584961e-05,1.3709068298339844e-06,2.8014183044433594e-06,0.99951171875,4.947185516357422e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/f7e0e617daa70c1a0d070c669cefa746.png
asphalt,3.319978713989258e-05,0.0002033710479736328,1.6093254089355469e-06,1.7762184143066406e-05,7.963180541992188e-05,3.218650817871094e-05,2.2649765014648438e-06,0.99951171875,7.748603820800781e-07,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/cedaccc562152902f9cc71f529092a6f.png
asphalt,2.586841583251953e-05,7.152557373046875e-06,4.649162292480469e-06,8.481740951538086e-05,1.1861324310302734e-05,1.9669532775878906e-06,6.735324859619141e-06,1.0,6.735324859619141e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/c3fd8b1990b705cf3f5a6d1abb8c1e86.png
asphalt,2.8908252716064453e-05,0.9560546875,5.7220458984375e-06,1.2814998626708984e-05,0.0113067626953125,0.006244659423828125,5.7220458984375e-06,0.0262908935546875,1.4901161193847656e-06,2.980232238769531e-07,../data/deep_pavements_dataset/dataset/asphalt/d1dcf1bc84005829a9c8e4fb2243686f.png
asphalt,1.621246337890625e-05,8.481740951538086e-05,5.602836608886719e-06,2.586841583251953e-05,1.341104507446289e-05,8.404254913330078e-06,1.7881393432617188e-06,1.0,4.947185516357422e-06,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/ba1aad670c12f1cd79c3dcb7c187cdc1.png
asphalt,0.0004532337188720703,0.01244354248046875,0.0006003379821777344,0.0007710456848144531,0.0016841888427734375,0.2137451171875,0.00024259090423583984,0.77001953125,5.412101745605469e-05,5.185604095458984e-06,../data/deep_pavements_dataset/dataset/asphalt/5658265d000198bba0c7a0a4bbf97cba.png
asphalt,1.5676021575927734e-05,8.404254913330078e-06,7.152557373046875e-07,5.650520324707031e-05,4.398822784423828e-05,7.62939453125e-06,1.3709068298339844e-06,1.0,4.470348358154297e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/51d52c50b4323b24403fa2eddf40855c.png
asphalt,7.480382919311523e-05,1.621246337890625e-05,2.6226043701171875e-06,9.912252426147461e-05,4.26173210144043e-05,1.0132789611816406e-05,7.152557373046875e-06,0.99951171875,1.430511474609375e-05,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/d70943a73de404d60a944f77a0c40e6d.png
asphalt,4.76837158203125e-06,8.940696716308594e-06,3.635883331298828e-06,3.218650817871094e-05,1.341104507446289e-05,5.960464477539062e-07,3.5762786865234375e-07,1.0,5.960464477539062e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/b65b89ca32e88302e3c4e861c9b13a27.png
asphalt,1.2993812561035156e-05,2.1457672119140625e-05,2.9802322387695312e-06,6.401538848876953e-05,1.150369644165039e-05,6.735324859619141e-06,1.430511474609375e-06,1.0,4.947185516357422e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/be0fc31281c47c28a6f9fb819bd24b41.png
asphalt,7.867813110351562e-06,7.867813110351562e-06,1.3113021850585938e-06,4.5418739318847656e-05,1.5676021575927734e-05,7.3909759521484375e-06,1.043081283569336e-05,1.0,2.384185791015625e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/b520a9f1538f9496b5e86663dfaaa00e.png
asphalt,0.0001233816146850586,0.20947265625,0.0001233816146850586,0.0002378225326538086,0.00632476806640625,0.005245208740234375,9.834766387939453e-06,0.7783203125,2.980232238769531e-07,1.9669532775878906e-06,../data/deep_pavements_dataset/dataset/asphalt/8261368f1638940f1fdeb306b42ca232.png
asphalt,8.64267349243164e-06,4.00543212890625e-05,3.516674041748047e-06,1.043081283569336e-05,2.586841583251953e-05,2.1457672119140625e-06,9.5367431640625e-07,1.0,5.364418029785156e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/af23aa1699ec2f031999714809c6c161.png
asphalt,1.1146068572998047e-05,1.8894672393798828e-05,1.0728836059570312e-06,0.00011593103408813477,1.7762184143066406e-05,8.940696716308594e-07,1.7881393432617188e-07,1.0,5.960464477539062e-07,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/0d2ec97e0bd0238240ef11601a82d35f.png
asphalt,6.014108657836914e-05,0.0001354217529296875,1.8894672393798828e-05,0.000148773193359375,3.0219554901123047e-05,9.912252426147461e-05,5.9604644775390625e-06,0.99951171875,5.424022674560547e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/32f142c693e41c3584dec4c03bca13f9.png
asphalt,8.749961853027344e-05,7.718801498413086e-05,6.735324859619141e-06,2.1457672119140625e-05,6.604194641113281e-05,4.26173210144043e-05,5.9604644775390625e-06,0.99951171875,2.9206275939941406e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/f616799d22029522b4e8097c8c74daeb.png
asphalt,1.7762184143066406e-05,2.0802021026611328e-05,1.1861324310302734e-05,3.427267074584961e-05,1.8358230590820312e-05,3.647804260253906e-05,3.635883331298828e-06,1.0,2.205371856689453e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/e09f9439bb07216f4348ad6449085d4c.png
asphalt,1.150369644165039e-05,2.5093555450439453e-05,4.26173210144043e-05,4.00543212890625e-05,8.940696716308594e-06,4.112720489501953e-06,4.172325134277344e-07,1.0,1.7881393432617188e-07,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/614635fbb118b5bb3e19747392591fa6.png
asphalt,7.843971252441406e-05,0.034759521484375,3.272294998168945e-05,0.00013768672943115234,0.0002067089080810547,0.01027679443359375,1.2040138244628906e-05,0.95458984375,5.841255187988281e-06,2.384185791015625e-06,../data/deep_pavements_dataset/dataset/asphalt/52d7361b52fc92d23ab0c0552053c9cb.png
asphalt,3.11732292175293e-05,2.5093555450439453e-05,8.165836334228516e-06,7.253885269165039e-05,2.753734588623047e-05,1.5676021575927734e-05,9.238719940185547e-06,1.0,2.282857894897461e-05,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/cc847494285c49bbbec12e5346cae87f.png
asphalt,2.8431415557861328e-05,1.5676021575927734e-05,2.086162567138672e-06,2.0802021026611328e-05,1.150369644165039e-05,3.874301910400391e-06,1.9669532775878906e-06,1.0,2.3245811462402344e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/94af11cfb687e7a28c35007837297192.png
asphalt,5.4776668548583984e-05,3.7610530853271484e-05,7.3909759521484375e-06,8.481740951538086e-05,1.043081283569336e-05,1.8894672393798828e-05,1.5676021575927734e-05,1.0,2.7418136596679688e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/6d5c34f9a1a3a4a7b6b5671358f6ef11.png
asphalt,2.467632293701172e-05,0.01447296142578125,0.0004799365997314453,0.00017654895782470703,0.00016582012176513672,0.0014781951904296875,1.806020736694336e-05,0.9833984375,1.3113021850585938e-06,6.556510925292969e-07,../data/deep_pavements_dataset/dataset/asphalt/001e76d9192b62c4d6d7d3f6326d00bc.png
asphalt,5.549192428588867e-05,0.95166015625,2.4616718292236328e-05,4.458427429199219e-05,0.0006756782531738281,0.00010693073272705078,4.5299530029296875e-06,0.047393798828125,8.344650268554688e-07,1.5497207641601562e-06,../data/deep_pavements_dataset/dataset/asphalt/74bc236a185d9d7b99372ca179e733ef.png
asphalt,1.4722347259521484e-05,4.26173210144043e-05,1.0728836059570312e-06,1.722574234008789e-05,3.0219554901123047e-05,1.1861324310302734e-05,3.5762786865234375e-07,1.0,3.5762786865234375e-07,0.0,../data/deep_pavements_dataset/dataset/asphalt/f3c7c582c7fafd643bf89ddcf4e66e42.png
asphalt,3.314018249511719e-05,2.0742416381835938e-05,4.124641418457031e-05,0.0014095306396484375,1.5497207641601562e-06,3.421306610107422e-05,0.99853515625,0.0001157522201538086,3.421306610107422e-05,0.0,../data/deep_pavements_dataset/dataset/asphalt/08046a4ce512922eaaf9e3f9cdf67184.png
asphalt,3.8743019104003906e-05,0.00030493736267089844,4.392862319946289e-05,7.474422454833984e-05,0.0003795623779296875,0.0008287429809570312,3.814697265625e-06,0.99853515625,1.4901161193847656e-06,1.7881393432617188e-07,../data/deep_pavements_dataset/dataset/asphalt/5fa5ceaf5afa4722aacb5960ce4af7a1.png
asphalt,4.398822784423828e-05,7.963180541992188e-05,5.781650543212891e-06,8.475780487060547e-05,5.143880844116211e-05,0.00017952919006347656,1.0132789611816406e-05,0.99951171875,4.231929779052734e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/b7962badf5b38b58c9b0838f6ad29ca0.png
asphalt,1.5676021575927734e-05,1.2218952178955078e-05,6.735324859619141e-06,2.1457672119140625e-05,1.1146068572998047e-05,1.4901161193847656e-06,1.7881393432617188e-06,1.0,3.3974647521972656e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/9642e36f0c8c4609c07902a5bd47456e.png
asphalt,9.834766387939453e-06,1.0132789611816406e-06,5.364418029785156e-07,2.586841583251953e-05,2.384185791015625e-06,1.1920928955078125e-07,9.5367431640625e-07,1.0,1.3113021850585938e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/57a92574be7393a48e7bd104fed02b9f.png
asphalt,0.00016319751739501953,0.0008554458618164062,1.6689300537109375e-05,5.2988529205322266e-05,0.0004436969757080078,9.298324584960938e-05,3.159046173095703e-06,0.99853515625,1.6689300537109375e-06,2.1457672119140625e-06,../data/deep_pavements_dataset/dataset/asphalt/89e619299b75fa651fca2e7af49934b1.png
asphalt,2.3543834686279297e-05,1.2576580047607422e-05,3.159046173095703e-06,7.718801498413086e-05,1.519918441772461e-05,3.993511199951172e-06,1.1920928955078125e-06,1.0,7.152557373046875e-06,5.960464477539063e-08,../data/deep_pavements_dataset/dataset/asphalt/9d7ac854d10d40ce92cd7dba0e8aa21c.png
asphalt,4.112720489501953e-06,7.748603820800781e-07,4.172325134277344e-07,9.238719940185547e-06,2.086162567138672e-06,5.960464477539063e-08,2.980232238769531e-07,1.0,1.0132789611816406e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/94bde67ada2bcf369bd4973bbf145a5a.png
asphalt,2.9265880584716797e-05,0.0021152496337890625,1.341104507446289e-05,0.00010210275650024414,7.867813110351562e-06,2.4259090423583984e-05,9.47713851928711e-06,0.99755859375,7.152557373046875e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/4a4b83d2186bae2191d5d12f1253d8af.png
asphalt,1.1861324310302734e-05,6.604194641113281e-05,4.982948303222656e-05,0.00044417381286621094,2.014636993408203e-05,2.384185791015625e-06,1.6093254089355469e-06,0.99951171875,2.9206275939941406e-06,2.384185791015625e-07,../data/deep_pavements_dataset/dataset/asphalt/14b9b109fb55a8b6a52aec29edb89258.png
asphalt,1.0788440704345703e-05,5.829334259033203e-05,2.562999725341797e-06,1.621246337890625e-05,2.753734588623047e-05,1.722574234008789e-05,1.9669532775878906e-06,1.0,3.2782554626464844e-06,0.0,../data/deep_pavements_dataset/dataset/asphalt/cca76b86b12c7067124616ca02ddff4f.png
asphalt,3.522634506225586e-05,0.0027141571044921875,1.2576580047607422e-05,7.462501525878906e-05,5.459785461425781e-05,1.6629695892333984e-05,2.562999725341797e-06,0.9970703125,3.0994415283203125e-06,1.1920928955078125e-07,../data/deep_pavements_dataset/dataset/asphalt/d43442dc2d9efaa3e6588880cfd7f87b.png
