label,concrete_plates,paving_stones,sett,asphalt,grass,compacted,concrete,cobblestone,gravel,ground,filepath
asphalt,7.241964340209961e-05,7.706880569458008e-05,3.4749507904052734e-05,0.998046875,2.110004425048828e-05,0.0002162456512451172,0.001132965087890625,2.3484230041503906e-05,0.00015819072723388672,5.638599395751953e-05,../data/deep_pavements_dataset/dataset/asphalt/6f4e56b8d1a49cd7d380213e1598a2a6.png
asphalt,5.2094459533691406e-05,0.00015306472778320312,4.2498111724853516e-05,0.9970703125,0.00026035308837890625,0.00011199712753295898,0.000827789306640625,0.00011926889419555664,0.000881195068359375,0.0005869865417480469,../data/deep_pavements_dataset/dataset/asphalt/a2dc1da57c84b69572143d6c7d9c363e.png
asphalt,0.0002570152282714844,0.0006361007690429688,3.11732292175293e-05,0.98388671875,0.0004801750183105469,0.0003514289855957031,0.01318359375,0.0002570152282714844,0.000720977783203125,0.00021982192993164062,../data/deep_pavements_dataset/dataset/asphalt/c97a2e3adcb226fecb790ac7e157df83.png
asphalt,2.467632293701172e-05,1.0132789611816406e-05,3.0994415283203125e-06,1.0,1.519918441772461e-05,9.357929229736328e-06,1.519918441772461e-05,3.635883331298828e-06,6.604194641113281e-05,1.7523765563964844e-05,../data/deep_pavements_dataset/dataset/asphalt/171f9d1c5c104f79fec28f9feecb6e97.png
asphalt,2.3543834686279297e-05,1.150369644165039e-05,3.4570693969726562e-06,0.99951171875,1.2993812561035156e-05,2.4318695068359375e-05,0.00011235475540161133,1.0609626770019531e-05,9.608268737792969e-05,1.9490718841552734e-05,../data/deep_pavements_dataset/dataset/asphalt/266265639681f8ea41fabb379c2a25fe.png
asphalt,7.510185241699219e-06,7.092952728271484e-06,4.291534423828125e-06,0.99951171875,0.00040435791015625,2.5033950805664062e-05,1.1146068572998047e-05,2.682209014892578e-06,0.0001354217529296875,7.480382919311523e-05,../data/deep_pavements_dataset/dataset/asphalt/4e808d1eefa5e4f133f93b653ca414e4.png
asphalt,7.474422454833984e-05,1.0788440704345703e-05,1.3172626495361328e-05,0.99853515625,0.00019693374633789062,0.0001157522201538086,0.0008826255798339844,1.919269561767578e-05,0.0002608299255371094,4.601478576660156e-05,../data/deep_pavements_dataset/dataset/asphalt/d194a2d213b60c376825201d777e2ca5.png
asphalt,1.1682510375976562e-05,1.2218952178955078e-05,1.0728836059570312e-06,0.99951171875,2.8371810913085938e-05,9.310245513916016e-05,6.014108657836914e-05,8.285045623779297e-06,7.718801498413086e-05,2.586841583251953e-05,../data/deep_pavements_dataset/dataset/asphalt/a198e1a452388eab4ec7d719324b3975.png
asphalt,4.750490188598633e-05,2.110004425048828e-05,1.2218952178955078e-05,0.9990234375,8.285045623779297e-06,1.7762184143066406e-05,0.00040411949157714844,8.106231689453125e-06,0.00045800209045410156,8.744001388549805e-05,../data/deep_pavements_dataset/dataset/asphalt/ae05792eb4fe2861898c810c8616625f.png
asphalt,0.0093841552734375,0.0003209114074707031,4.845857620239258e-05,0.9873046875,0.00010418891906738281,0.00028324127197265625,0.002227783203125,7.390975952148438e-05,0.000156402587890625,0.00015163421630859375,../data/deep_pavements_dataset/dataset/asphalt/919623804ed35b4cb5ced946ae896fcc.png
asphalt,1.0609626770019531e-05,3.7550926208496094e-06,2.6226043701171875e-06,1.0,2.1755695343017578e-05,9.238719940185547e-06,9.912252426147461e-05,2.7418136596679688e-06,4.1961669921875e-05,1.341104507446289e-05,../data/deep_pavements_dataset/dataset/asphalt/a4ea010a081ec6fcda3df25a612e5338.png
asphalt,0.0005011558532714844,0.0004856586456298828,6.079673767089844e-05,0.9951171875,0.0003039836883544922,0.0005502700805664062,0.0027942657470703125,5.364418029785156e-05,0.00017321109771728516,0.0001348257064819336,../data/deep_pavements_dataset/dataset/asphalt/0c3bb5ce502be2a5af20b9aa80d2ef54.png
asphalt,3.319978713989258e-05,4.398822784423828e-05,8.52346420288086e-06,0.9990234375,7.2479248046875e-05,4.9054622650146484e-05,0.0002694129943847656,8.285045623779297e-06,0.00010883808135986328,0.00026106834411621094,../data/deep_pavements_dataset/dataset/asphalt/15c54764882e0686b5c09800dd5ae2f1.png
asphalt,0.0001583099365234375,2.1398067474365234e-05,8.64267349243164e-06,0.9990234375,0.0001354217529296875,0.00013124942779541016,0.00024509429931640625,1.5676021575927734e-05,0.00020968914031982422,8.744001388549805e-05,../data/deep_pavements_dataset/dataset/asphalt/8a3df7bad6c4452fec11d3ca4e46c2c4.png
asphalt,0.000171661376953125,4.076957702636719e-05,1.5020370483398438e-05,0.986328125,1.9550323486328125e-05,4.476308822631836e-05,0.01280975341796875,3.713369369506836e-05,0.0002658367156982422,7.385015487670898e-05,../data/deep_pavements_dataset/dataset/asphalt/ea5345bffa2e5f3e7a26f0c537e8ae62.png
asphalt,5.781650543212891e-06,2.3245811462402344e-06,1.2516975402832031e-06,1.0,1.2040138244628906e-05,3.993511199951172e-06,8.749961853027344e-05,7.152557373046875e-07,2.753734588623047e-05,9.5367431640625e-06,../data/deep_pavements_dataset/dataset/asphalt/b20570b4ad0e03db01e66c6eabec44c1.png
asphalt,2.8848648071289062e-05,2.8371810913085938e-05,6.616115570068359e-06,0.99951171875,7.2479248046875e-05,5.644559860229492e-05,6.198883056640625e-05,1.1146068572998047e-05,0.0002694129943847656,4.8279762268066406e-05,../data/deep_pavements_dataset/dataset/asphalt/368a9368cd1b2e5133b5a4a120a85fc5.png
asphalt,2.390146255493164e-05,1.7464160919189453e-05,1.5914440155029297e-05,0.99951171875,0.000209808349609375,6.604194641113281e-05,7.027387619018555e-05,5.364418029785156e-06,0.0001442432403564453,1.4483928680419922e-05,../data/deep_pavements_dataset/dataset/asphalt/e161285ae95028f7b2d230edfba81fb0.png
asphalt,1.043081283569336e-05,1.3232231140136719e-05,9.059906005859375e-06,0.99951171875,2.9742717742919922e-05,3.5881996154785156e-05,0.00015354156494140625,6.139278411865234e-06,0.0001685619354248047,3.5881996154785156e-05,../data/deep_pavements_dataset/dataset/asphalt/365a6002e3a3bc5c8f655c12535829fe.png
asphalt,9.906291961669922e-05,0.00023758411407470703,0.00023758411407470703,0.9990234375,4.26173210144043e-05,3.218650817871094e-05,0.0001685619354248047,4.3272972106933594e-05,0.00017940998077392578,1.8894672393798828e-05,../data/deep_pavements_dataset/dataset/asphalt/a491e47c1d5eb027f9edde3119ddece4.png
asphalt,0.0005936622619628906,0.00014543533325195312,2.3365020751953125e-05,0.0802001953125,0.00010311603546142578,0.0002149343490600586,0.91796875,2.956390380859375e-05,0.0006518363952636719,0.0001304149627685547,../data/deep_pavements_dataset/dataset/asphalt/74bc236a185d9d7b99372ca179e733ef.png
asphalt,3.165006637573242e-05,2.110004425048828e-05,7.987022399902344e-06,0.99951171875,7.027387619018555e-05,3.820657730102539e-05,0.00037980079650878906,1.2576580047607422e-05,9.906291961669922e-05,4.5359134674072266e-05,../data/deep_pavements_dataset/dataset/asphalt/ba3366aa7f8c894f70c9fedcec4704ad.png
asphalt,3.218650817871094e-05,5.3048133850097656e-05,7.62939453125e-06,0.9990234375,5.823373794555664e-05,5.644559860229492e-05,0.00026106834411621094,3.534555435180664e-05,0.0001583099365234375,0.0001232624053955078,../data/deep_pavements_dataset/dataset/asphalt/7c48f9973aeab2091b163519fe347db1.png
asphalt,6.014108657836914e-05,6.604194641113281e-05,1.9490718841552734e-05,0.99951171875,8.285045623779297e-06,4.26173210144043e-05,0.0001634359359741211,6.556510925292969e-06,7.480382919311523e-05,2.2470951080322266e-05,../data/deep_pavements_dataset/dataset/asphalt/f1ab55d718ec8b1042ebd0ea503e55b8.png
asphalt,0.0009918212890625,0.0004134178161621094,7.092952728271484e-06,0.00553131103515625,0.0004265308380126953,0.990234375,0.0013980865478515625,0.0009918212890625,3.904104232788086e-05,0.0002014636993408203,../data/deep_pavements_dataset/dataset/asphalt/09c260be10e1f9bf79f7d5bd5096582a.png
asphalt,0.00041604042053222656,0.00011199712753295898,3.635883331298828e-05,0.99658203125,0.0002027750015258789,0.00017344951629638672,0.0016984939575195312,4.38690185546875e-05,0.00036716461181640625,0.00022268295288085938,../data/deep_pavements_dataset/dataset/asphalt/4b4ab230d712c5dae0e066cd0bfdef90.png
asphalt,1.7762184143066406e-05,1.0311603546142578e-05,3.6954879760742188e-06,0.99951171875,8.64267349243164e-06,1.1146068572998047e-05,0.0003681182861328125,2.2649765014648438e-06,0.00010883808135986328,1.239776611328125e-05,../data/deep_pavements_dataset/dataset/asphalt/85636f892b5197cbc0f756e21528c290.png
asphalt,2.4259090423583984e-05,1.0788440704345703e-05,1.4483928680419922e-05,0.9990234375,0.00023043155670166016,0.00011587142944335938,0.000148773193359375,3.516674041748047e-06,0.0001970529556274414,3.88026237487793e-05,../data/deep_pavements_dataset/dataset/asphalt/82761b34cf5fef49e3e6ba469086b94a.png
asphalt,7.474422454833984e-05,2.276897430419922e-05,6.258487701416016e-06,0.99853515625,0.00017380714416503906,0.0005698204040527344,0.00026917457580566406,3.212690353393555e-05,0.00017380714416503906,0.00010538101196289062,../data/deep_pavements_dataset/dataset/asphalt/8634b6b5607c94fb2070f2e595a1f3b2.png
asphalt,0.0011386871337890625,0.00464630126953125,0.0006694793701171875,0.97216796875,6.628036499023438e-05,0.0003364086151123047,0.019561767578125,0.0001691579818725586,0.00064849853515625,0.0004744529724121094,../data/deep_pavements_dataset/dataset/asphalt/fe6499de5eea60d721a8bff34ca58212.png
asphalt,5.662441253662109e-06,8.821487426757812e-06,1.8477439880371094e-06,0.99951171875,9.310245513916016e-05,7.271766662597656e-06,5.3048133850097656e-05,6.556510925292969e-06,6.109476089477539e-05,6.604194641113281e-05,../data/deep_pavements_dataset/dataset/asphalt/fca545e9265ef5ed546870edd5916610.png
asphalt,2.1457672119140625e-06,2.086162567138672e-06,8.940696716308594e-07,1.0,3.635883331298828e-06,1.6689300537109375e-06,1.722574234008789e-05,2.384185791015625e-07,2.110004425048828e-05,6.139278411865234e-06,../data/deep_pavements_dataset/dataset/asphalt/abce97af566decfba11fe33b56d048ba.png
asphalt,7.152557373046875e-06,3.0994415283203125e-06,3.993511199951172e-06,1.0,2.6702880859375e-05,2.2470951080322266e-05,3.218650817871094e-05,1.0728836059570312e-06,6.204843521118164e-05,1.1146068572998047e-05,../data/deep_pavements_dataset/dataset/asphalt/9c351e890fe2d0c80e29587ea787e4df.png
asphalt,0.0002799034118652344,0.0005745887756347656,6.860494613647461e-05,0.9755859375,9.375810623168945e-05,0.0003826618194580078,0.0215606689453125,0.0002180337905883789,0.0009775161743164062,0.00019240379333496094,../data/deep_pavements_dataset/dataset/asphalt/562fc6d1e5f9dbb911adb5d164b5f4dd.png
asphalt,1.7762184143066406e-05,5.781650543212891e-06,1.7881393432617188e-06,1.0,1.9550323486328125e-05,6.4373016357421875e-06,1.3232231140136719e-05,1.3709068298339844e-06,5.650520324707031e-05,1.722574234008789e-05,../data/deep_pavements_dataset/dataset/asphalt/d4c42b1530c5013740f5de55d8984ac3.png
asphalt,0.005199432373046875,0.00032210350036621094,6.967782974243164e-05,0.99072265625,0.00013017654418945312,0.0002015829086303711,0.0027828216552734375,4.863739013671875e-05,0.0003428459167480469,0.00022137165069580078,../data/deep_pavements_dataset/dataset/asphalt/72792921d6094af048d79b289349996d.png
asphalt,1.3232231140136719e-05,5.185604095458984e-06,6.616115570068359e-06,1.0,2.1755695343017578e-05,1.2993812561035156e-05,7.253885269165039e-05,2.8014183044433594e-06,4.5418739318847656e-05,9.238719940185547e-06,../data/deep_pavements_dataset/dataset/asphalt/631eb68b988ea9b713bbc0ddf042ed40.png
asphalt,2.8371810913085938e-05,0.00010883808135986328,1.5676021575927734e-05,0.9990234375,0.0001354217529296875,0.00011581182479858398,0.0001232624053955078,3.93986701965332e-05,0.00017392635345458984,6.198883056640625e-05,../data/deep_pavements_dataset/dataset/asphalt/aa7f27a3de089a29b521c5795644aa2f.png
asphalt,5.066394805908203e-06,1.341104507446289e-05,4.231929779052734e-06,0.99951171875,1.8656253814697266e-05,2.467632293701172e-05,9.02414321899414e-05,3.7550926208496094e-06,0.00010228157043457031,2.7120113372802734e-05,../data/deep_pavements_dataset/dataset/asphalt/86b604fbcc5f3e29aff816f81428cc02.png
asphalt,0.00033736228942871094,0.001293182373046875,6.240606307983398e-05,0.489990234375,8.392333984375e-05,0.0002467632293701172,0.50537109375,0.0005736351013183594,0.0015115737915039062,0.00041961669921875,../data/deep_pavements_dataset/dataset/asphalt/c8a4c20f1f6b354f1f1cb61b68b1128c.png
asphalt,3.266334533691406e-05,4.392862319946289e-05,1.4066696166992188e-05,0.99853515625,4.8279762268066406e-05,3.421306610107422e-05,0.0007319450378417969,1.7285346984863281e-06,0.0002529621124267578,9.018182754516602e-05,../data/deep_pavements_dataset/dataset/asphalt/aad3409e97de3cc49c8d33f4b32abd85.png
asphalt,0.0008378028869628906,0.00563812255859375,0.00044846534729003906,0.97802734375,0.0006732940673828125,0.0006132125854492188,0.0092926025390625,0.0011816024780273438,0.002140045166015625,0.001110076904296875,../data/deep_pavements_dataset/dataset/asphalt/281b109082d806d1715dd9bc8c832caa.png
asphalt,1.8358230590820312e-05,2.9325485229492188e-05,4.649162292480469e-06,0.99951171875,0.00012731552124023438,4.678964614868164e-05,0.00010228157043457031,1.7762184143066406e-05,0.00010228157043457031,8.219480514526367e-05,../data/deep_pavements_dataset/dataset/asphalt/c2a144284825947dfc86ceed384be6ef.png
asphalt,0.0001322031021118164,0.0010395050048828125,0.00018644332885742188,0.833984375,0.00039458274841308594,0.0009174346923828125,0.087890625,0.0012941360473632812,0.07061767578125,0.0034084320068359375,../data/deep_pavements_dataset/dataset/asphalt/fd5d36c6ed6d2fd4e60e4f155014385b.png
asphalt,4.5299530029296875e-05,6.002187728881836e-05,5.46574592590332e-05,0.99755859375,2.1755695343017578e-05,3.1113624572753906e-05,0.0015001296997070312,1.5437602996826172e-05,0.0005517005920410156,4.601478576660156e-05,../data/deep_pavements_dataset/dataset/asphalt/f61aa5d663273e114830a77843b5130b.png
asphalt,0.0005521774291992188,6.389617919921875e-05,2.4616718292236328e-05,0.998046875,9.900331497192383e-05,3.999471664428711e-05,0.0007090568542480469,3.063678741455078e-05,0.00020956993103027344,9.59634780883789e-05,../data/deep_pavements_dataset/dataset/asphalt/31af1fd3c8ae378b9b866fab8a470e99.png
asphalt,1.4960765838623047e-05,4.5359134674072266e-05,9.357929229736328e-06,0.9990234375,8.744001388549805e-05,5.4717063903808594e-05,0.0001633167266845703,1.2993812561035156e-05,0.00030517578125,0.0002777576446533203,../data/deep_pavements_dataset/dataset/asphalt/75fdd9d5c1ab020793ef32c062ad8bac.png
asphalt,6.204843521118164e-05,2.8848648071289062e-05,8.821487426757812e-06,0.99951171875,9.912252426147461e-05,4.26173210144043e-05,0.00017940998077392578,9.5367431640625e-06,6.014108657836914e-05,2.6285648345947266e-05,../data/deep_pavements_dataset/dataset/asphalt/6882ec64bc3e1db9e3d40d5e9e7c04bb.png
asphalt,0.04290771484375,0.27099609375,0.00496673583984375,0.6708984375,0.0005745887756347656,0.0024967193603515625,0.00528717041015625,0.0004916191101074219,0.0006117820739746094,0.0005397796630859375,../data/deep_pavements_dataset/dataset/asphalt/b9113576a2bdd26137e6d97686ba1128.png
asphalt,6.4373016357421875e-06,1.430511474609375e-05,3.5762786865234375e-06,0.99951171875,1.9490718841552734e-05,1.3649463653564453e-05,0.00015842914581298828,5.424022674560547e-06,9.02414321899414e-05,2.4318695068359375e-05,../data/deep_pavements_dataset/dataset/asphalt/5c2517f9deabdf68dec0ee83f2b52355.png
asphalt,0.00035691261291503906,1.1861324310302734e-05,3.5762786865234375e-07,9.912252426147461e-05,1.1324882507324219e-06,8.821487426757812e-06,0.99951171875,1.6093254089355469e-06,1.8894672393798828e-05,4.708766937255859e-06,../data/deep_pavements_dataset/dataset/asphalt/d1dcf1bc84005829a9c8e4fb2243686f.png
asphalt,4.5239925384521484e-05,0.00014829635620117188,4.589557647705078e-05,0.99609375,0.00024437904357910156,0.00021564960479736328,0.00090789794921875,0.0001628398895263672,0.0014972686767578125,0.0008530616760253906,../data/deep_pavements_dataset/dataset/asphalt/7e8e6e960a7dac7ea2bda06760062d19.png
asphalt,0.00024175643920898438,7.486343383789062e-05,1.722574234008789e-05,0.98486328125,4.83393669128418e-05,0.0004241466522216797,0.01361846923828125,5.650520324707031e-05,0.00043773651123046875,0.00012934207916259766,../data/deep_pavements_dataset/dataset/asphalt/001e76d9192b62c4d6d7d3f6326d00bc.png
asphalt,5.602836608886719e-06,8.64267349243164e-06,3.039836883544922e-06,0.99951171875,1.615285873413086e-05,1.2218952178955078e-05,0.0001398324966430664,2.86102294921875e-06,6.401538848876953e-05,7.027387619018555e-05,../data/deep_pavements_dataset/dataset/asphalt/73f7eb40a54babcfd6b1bd960b393bed.png
asphalt,9.304285049438477e-05,8.744001388549805e-05,1.9788742065429688e-05,0.9990234375,4.982948303222656e-05,4.9054622650146484e-05,0.0001583099365234375,2.7060508728027344e-05,0.0004439353942871094,5.3882598876953125e-05,../data/deep_pavements_dataset/dataset/asphalt/aeb003abce89ea9889a5db69aa38fe65.png
asphalt,0.00022232532501220703,0.0001575946807861328,1.7940998077392578e-05,0.9951171875,0.0003235340118408203,0.001239776611328125,0.0024662017822265625,7.683038711547852e-05,0.00036644935607910156,0.00022935867309570312,../data/deep_pavements_dataset/dataset/asphalt/ae6ff202efb70ab24c6de05063cb70ea.png
asphalt,3.647804260253906e-05,3.0219554901123047e-05,8.940696716308594e-06,0.99951171875,5.829334259033203e-05,3.5881996154785156e-05,7.480382919311523e-05,1.0132789611816406e-05,0.0001195669174194336,3.534555435180664e-05,../data/deep_pavements_dataset/dataset/asphalt/c85237e081a17e52f145456975a6919f.png
asphalt,9.059906005859375e-06,3.159046173095703e-06,1.7881393432617188e-06,1.0,8.165836334228516e-06,5.9604644775390625e-06,5.650520324707031e-05,1.9669532775878906e-06,8.481740951538086e-05,3.707408905029297e-05,../data/deep_pavements_dataset/dataset/asphalt/e490008a5628e74fd4393b33cb77ac7e.png
asphalt,2.110004425048828e-05,1.341104507446289e-05,8.821487426757812e-06,0.99951171875,2.5093555450439453e-05,1.1861324310302734e-05,7.253885269165039e-05,7.152557373046875e-07,6.401538848876953e-05,8.219480514526367e-05,../data/deep_pavements_dataset/dataset/asphalt/f6790782f53d83f7e601aacd4c53008a.png
asphalt,2.2470951080322266e-05,1.0311603546142578e-05,3.993511199951172e-06,0.99951171875,7.027387619018555e-05,6.014108657836914e-05,0.00015842914581298828,4.470348358154297e-06,0.0001271963119506836,0.0001055002212524414,../data/deep_pavements_dataset/dataset/asphalt/5a821e36d2c7d091fd9960f4da68a576.png
asphalt,6.854534149169922e-06,2.9802322387695312e-06,1.7881393432617188e-06,1.0,1.1861324310302734e-05,4.0531158447265625e-06,2.2470951080322266e-05,1.7285346984863281e-06,9.03010368347168e-05,2.6285648345947266e-05,../data/deep_pavements_dataset/dataset/asphalt/ec6a260f8ac9a4f19dde1334ecff0c71.png
asphalt,0.0006389617919921875,0.0003876686096191406,0.000125885009765625,0.9287109375,3.719329833984375e-05,0.000125885009765625,0.06939697265625,5.7637691497802734e-05,0.00046753883361816406,0.00017201900482177734,../data/deep_pavements_dataset/dataset/asphalt/8d6975ba640950e688fcd3c8b7101e7a.png
asphalt,4.00543212890625e-05,2.753734588623047e-05,2.5033950805664062e-05,0.9990234375,7.2479248046875e-05,9.02414321899414e-05,0.00039196014404296875,3.0219554901123047e-05,0.000148773193359375,2.3186206817626953e-05,../data/deep_pavements_dataset/dataset/asphalt/a5b8859fcbdb380e20b25b204dae5a09.png
asphalt,4.649162292480469e-06,3.516674041748047e-06,2.7418136596679688e-06,0.99951171875,2.5451183319091797e-05,1.430511474609375e-05,4.5359134674072266e-05,2.6226043701171875e-06,0.00013554096221923828,2.390146255493164e-05,../data/deep_pavements_dataset/dataset/asphalt/907b3c80eb9f7d3fbfeadc9bf8d60560.png
asphalt,4.0650367736816406e-05,2.1398067474365234e-05,1.7762184143066406e-05,0.9990234375,0.00023031234741210938,9.906291961669922e-05,0.00030517578125,9.953975677490234e-06,0.00026917457580566406,4.678964614868164e-05,../data/deep_pavements_dataset/dataset/asphalt/cc847494285c49bbbec12e5346cae87f.png
asphalt,2.2470951080322266e-05,8.52346420288086e-06,3.159046173095703e-06,0.99951171875,9.912252426147461e-05,3.93986701965332e-05,5.3048133850097656e-05,6.020069122314453e-06,0.00013136863708496094,3.93986701965332e-05,../data/deep_pavements_dataset/dataset/asphalt/bff424c3dcfe67c24e4f29779cbb1e2c.png
asphalt,3.534555435180664e-05,2.3543834686279297e-05,1.4960765838623047e-05,0.99951171875,1.6450881958007812e-05,2.586841583251953e-05,0.00035691261291503906,5.4836273193359375e-06,0.00010222196578979492,2.282857894897461e-05,../data/deep_pavements_dataset/dataset/asphalt/f1976027337cb9361e97db25ccd5bd1f.png
asphalt,3.170967102050781e-05,5.245208740234375e-06,2.2649765014648438e-06,1.0,4.07099723815918e-05,1.3649463653564453e-05,2.6702880859375e-05,3.5762786865234375e-06,3.707408905029297e-05,3.218650817871094e-05,../data/deep_pavements_dataset/dataset/asphalt/56726943a9c0546a42bfb1f196aad8b2.png
asphalt,1.1444091796875e-05,1.2814998626708984e-05,3.2186508178710938e-06,0.9990234375,1.4960765838623047e-05,1.9490718841552734e-05,0.0006875991821289062,6.616115570068359e-06,6.198883056640625e-05,4.678964614868164e-05,../data/deep_pavements_dataset/dataset/asphalt/59db7e3270ff5b82541e43a689dc2fae.png
asphalt,1.7464160919189453e-05,2.1755695343017578e-05,8.106231689453125e-06,0.9990234375,1.3172626495361328e-05,1.3828277587890625e-05,0.0006260871887207031,9.5367431640625e-06,0.0001354217529296875,2.6226043701171875e-05,../data/deep_pavements_dataset/dataset/asphalt/cd0c059a1877f156ce79a3938a62d387.png
asphalt,9.238719940185547e-06,7.748603820800781e-06,1.0609626770019531e-05,0.99951171875,7.027387619018555e-05,4.684925079345703e-05,3.88026237487793e-05,2.86102294921875e-06,0.00010228157043457031,1.3649463653564453e-05,../data/deep_pavements_dataset/dataset/asphalt/4361f58d997c6cb73e048ed8ed35f6a1.png
asphalt,2.282857894897461e-05,2.9325485229492188e-05,5.9604644775390625e-06,0.99951171875,5.561113357543945e-05,4.13060188293457e-05,0.000148773193359375,4.9054622650146484e-05,7.599592208862305e-05,5.3048133850097656e-05,../data/deep_pavements_dataset/dataset/asphalt/523a73001cf32d733e05a42483806c42.png
asphalt,2.282857894897461e-05,8.404254913330078e-06,3.993511199951172e-06,0.99951171875,0.0001634359359741211,5.823373794555664e-05,5.3048133850097656e-05,5.9604644775390625e-06,0.00023043155670166016,7.480382919311523e-05,../data/deep_pavements_dataset/dataset/asphalt/d1d7d6acfe6c8026e0e515f15c88eb3f.png
asphalt,0.004642486572265625,0.005260467529296875,0.0005373954772949219,0.94189453125,0.00064849853515625,0.0214691162109375,0.02215576171875,0.000782012939453125,0.0014162063598632812,0.0011034011840820312,../data/deep_pavements_dataset/dataset/asphalt/2338d7491ddd85051092bb326d558b2a.png
asphalt,5.4836273193359375e-06,1.1146068572998047e-05,5.066394805908203e-06,0.99951171875,1.806020736694336e-05,1.7464160919189453e-05,0.00039196014404296875,5.185604095458984e-06,0.00013124942779541016,2.7120113372802734e-05,../data/deep_pavements_dataset/dataset/asphalt/b6e6a5becb8256b3ca976a772575c9c5.png
asphalt,1.919269561767578e-05,5.781650543212891e-06,1.7881393432617188e-06,1.0,2.0802021026611328e-05,6.973743438720703e-06,6.711483001708984e-05,1.9073486328125e-06,2.9742717742919922e-05,1.6689300537109375e-05,../data/deep_pavements_dataset/dataset/asphalt/5b4d4791eac57aa5d0fc69034deabaaf.png
asphalt,0.00024211406707763672,7.158517837524414e-05,6.139278411865234e-06,0.98681640625,3.832578659057617e-05,0.00012564659118652344,0.012420654296875,5.602836608886719e-06,0.00024211406707763672,0.0001379251480102539,../data/deep_pavements_dataset/dataset/asphalt/8b96aa387fcc50bae390872fd44d7e73.png
asphalt,1.8358230590820312e-05,1.8894672393798828e-05,1.722574234008789e-05,0.99951171875,4.470348358154297e-05,3.534555435180664e-05,3.88026237487793e-05,4.0531158447265625e-06,7.480382919311523e-05,9.059906005859375e-06,../data/deep_pavements_dataset/dataset/asphalt/74cd3f8e316b6ad40c141c603557aea4.png
asphalt,0.0001633167266845703,0.00023031234741210938,1.4066696166992188e-05,0.9990234375,5.823373794555664e-05,5.060434341430664e-05,0.00026106834411621094,1.722574234008789e-05,3.266334533691406e-05,2.467632293701172e-05,../data/deep_pavements_dataset/dataset/asphalt/30a9888988c8b7e2038c14a076470707.png
